Code de profil professionnel SIPeC,Enonce principal
43204.00,"Les membres des opérations des Forces armées canadiennes fournissent un soutien opérationnel aux soldats, notamment en assurant le bon fonctionnement et la mise à l'essai des équipements militaires tels que les véhicules, les navires et les armes. Ils appliquent également les politiques militaires et stratégiques établies par les dirigeants de l'Armée canadienne, de l'Aviation royale canadienne et de la Marine royale canadienne."
44100.01,"Les gardiens d'enfants en milieu familial fournissent des soins aux enfants à court ou à long terme. Ils s'occupent du bien-être et du développement physique et social des enfants, aident les parents dans les soins aux enfants et exécutent, au besoin, des tâches domestiques."
44100.02,"Les parents de famille d'accueil veillent au bien-être physique et social et au développement des enfants en difficulté, de manière temporaire ou en cas d'urgence, sous la direction générale d'un service de placement en famille d'accueil."
44101.00,"Les aides de maintien à domicile, aides familiaux/familiales et personnel assimile, fournissent des soins personnels aux personnes âgées, handicapées ou convalescentes, et leur tiennent compagnie. Ils fournissent des soins à la résidence du client, où ils peuvent également résider."
44200.00,"Les combattants de première ligne des Forces armées canadiennes assurent des mesures de défense collective pour protéger les eaux, la terre, l'espace aérien et d'autres intérêts du Canada. Ils mènent des raids et des embuscades dans le cadre de missions de combat et effectuent des patrouilles et des escortes dans le cadre de missions de sécurité et de stabilité. Ils appliquent également les politiques militaires et stratégiques établies par les dirigeants de l'Armée canadienne, de l'Aviation royale canadienne et de la Marine royale canadienne."
45100.01,Les surveillants d’élèves supervisent les étudiants pour assurer leur sécurité et surveiller leur comportement durant les pauses à l’intérieur ou à l’extérieur ainsi qu’avant et après les heures scolaires.
45100.02,"Les brigadiers surveillent les piétons qui traversent aux intersections, à l'aller et au retour de l'école, afin de prévenir les accidents de circulation."
50010.00,"Les directeurs de bibliothèque, d'archives, de musée et de galerie d'art planifient, organisent, dirigent, contrôlent et évaluent les activités d'une bibliothèque, d'un service des archives, d'un musée, d'une galerie d'art ou d'un service dans un tel établissement."
50011.00,"Les directeurs d'édition, cinéma, radiotélédiffusion et arts de la scène planifient, organisent, dirigent, contrôlent et évaluent les activités de maisons d'édition, de sociétés cinématographiques, de troupes de théâtre, de maisons d'enregistrement de disques et de stations de radiodiffusion et de télédiffusion."
50012.00,"Les directeurs de programmes et de services de sports, de loisirs et de conditionnement physique planifient, organisent, dirigent, contrôlent et évaluent les activités de programmes et services exhaustifs dans le domaine des sports, des loisirs et du conditionnement physique ainsi que les activités des organismes de réglementation des sports et des équipes d'athlètes professionnels, à l'échelle nationale ou provinciale."
51100.00,"Les bibliothécaires choisissent, enrichissent, organisent et conservent les collections d'une bibliothèque et fournissent des services consultatifs aux clients."
51101.01,"Les restaurateurs restaurent et conservent les artéfacts des propriétaires de biens culturels, des galeries d'art et des musées."
51101.02,Les conservateurs de musées recommandent l'acquisition d'artéfacts des musées et d'objets d'art des galeries et font des recherches concernant leur histoire artistique.
51102.00,"Les archivistes gèrent, traitent, conservent et diffusent l'information contenue dans les archives produites par des organisations. Ils acquièrent, conservent et dépouillent des documents textuels, iconographiques, cartographiques, architecturaux et électroniques, des films et des vidéos, ainsi que des enregistrements sonores et des documents multimédias."
51110.00,"Les réviseurs, les rédacteurs-réviseurs et les chefs du service des nouvelles revoient, évaluent et révisent des manuscrits, des articles, des bulletins d'information et autres matériels qui seront publiés, radiotélédiffusés ou diffusés sous format électronique et coordonnent le travail des rédacteurs, des journalistes et d'autre personnel."
51111.01,"Les romanciers, dramaturges, scénaristes, poètes et autres écrivains créatifs imaginent et rédigent des romans, des pièces de théâtre, des scénarios, des poèmes et autres articles destinés à être publiés ou présentés."
51111.02,"Les rédacteurs (non technique) rédigent des copies électroniques, des textes de blogues, des livres électroniques, des balados et autres formes de contenu Web."
51111.03,Les concepteurs-rédacteurs publicitaires rédigent des textes pour la publicité ou les annonces commerciales.
51112.00,Les rédacteurs techniques rédigent des manuels et des devis qui seront publiés ou présentés.
51113.00,"Les journalistes recherchent, vérifient, commentent et communiquent des nouvelles et des affaires publiques diffusées par les journaux, la télévision, la radio et les autres médias."
51114.01,Les traducteurs et traducteurs-réviseurs traduisent des textes d'une langue vers une autre langue.
51114.02,"Les terminologues exécutent les recherches nécessaires pour répertorier les termes propres à un domaine, les définir et en chercher les équivalents dans une autre langue."
51114.03,"Les interprètes expriment oralement dans une langue ce qui a été dit dans une autre langue lors de discours, de réunions, de conférences, de débats, de dialogues, ou devant des cours de justice et des tribunaux administratifs."
51114.04,"Les interprètes en langue des signes expriment en langue des signes ce qui a été dit en langue vocale et vice-versa lors de réunions, de dialogues, d'émissions de télévision ou en toute autre instance."
51120.01,"Les producteurs de films cinématographiques, d'émissions de télévision, de radio et de jeux vidéos supervisent les différentes étapes et les horaires de la production de spectacles, de films cinématographiques ou d'émissions de radio ou de télévision."
51120.02,Les réalisateurs dirigent les acteurs et l'équipe technique tout au long de la production et de la post-production afin d'obtenir la présentation souhaitée.
51120.03,"Les chorégraphes créent des danses qui communiquent une histoire, une idée ou une humeur pour des représentations cinématographiques, théâtrales et télévisées."
51120.04,"Les directeurs artistiques supervisent et contrôlent la partie artistique des productions cinématographiques, des jeux vidéo, des représentations théâtrales et des émissions de télévision."
51120.05,"Les monteurs de films organisent les segments de films cinématographiques en séquences pour obtenir une continuité et les effets dramatiques, comiques et thématiques souhaités."
51120.06,"Les producteurs de disques coordonnent la production d'enregistrements musicaux originaux et dirigent les techniciens chargés de la duplication, du doublage et de la production."
51120.07,Les producteurs de la photographie coordonnent la direction de la photographie des productions cinématographiques.
51121.01,"Les chefs d'orchestre choisissent et interprètent des oeuvres musicales et dirigent les concerts d'une formation musicale, d'un orchestre ou d'un choeur devant un auditoire ou pour une répétition générale."
51121.02,"Les compositeurs composent des œuvres musicales pour les films et les émissions télévisées, des indicatifs musicaux, des chansons et des symphonies ainsi que la musique d'accompagnement de produits interactifs comme les jeux vidéo."
51121.03,Les arrangeurs adaptent et modifient des oeuvres musicales afin d'évoquer des thèmes choisis et de convenir à l'exécution d'oeuvres instrumentales ou vocales particulières.
51122.01,"Les musiciens jouent un ou plusieurs instruments dans des orchestres, des compagnies d'opéra et des formations musicales populaires, dans des établissements tels que des salles de concert, des bars-salons et des théâtres, dans des productions cinématographiques, à la télévision et dans des studios d'enregistrement."
51122.02,"Les chanteurs chantent dans des pièces musicales, des chorales, des compagnies d'opéra et des formations musicales populaires, dans des établissements tels que des salles de concert, des bars-salons et des théâtres, dans des productions cinématographiques, à la télévision et dans des studios d'enregistrement."
51122.03,"Les professeurs de musique ou de chant enseignent les techniques, l'interprétation et la théorie musicale à des élèves, individuellement ou en groupe."
52100.01,"Les techniciens dans les bibliothèques facilitent l'accès aux ressources documentaires pour les usagers, aident à la description de nouvelles acquisitions et exécutent des recherches de références."
52100.02,"Les techniciens dans les services d'archives publiques facilitent l'accès aux ressources documentaires pour les usagers, aident à la description de nouvelles acquisitions, participent au traitement des archives et aux tâches de conservation, et exécutent des recherches de références."
52110.00,"Les cadreurs de films et les cadreurs vidéo utilisent des ciné-caméras, des caméras vidéo et de l'équipement connexe pour enregistrer sur pellicule des nouvelles, des événements en direct, des films, des vidéos et des émissions télédiffusées. I"
52111.00,"Les techniciens en graphisme collaborent à la conception de projets, interprètent les spécifications conceptuelles ou les esquisses d'un projet, font le montage, la mise en page, le lettrage et préparent les documents de production pour fins d'impression, d'édition électronique ou de production multimédia."
52112.00,"Les techniciens en radiotélédiffusion installent, montent, font fonctionner et réparent l'équipement électronique qui sert à enregistrer et à diffuser des émissions de radio et de télévision en direct ou en différé ainsi qu'à produire des séquences visuelles et sonores diffusées sur Internet. I"
52113.00,"Les techniciens en enregistrement audio et vidéo opèrent de l'équipement pour enregistrer, mixer et monter le son, la musique et les bandes vidéo, pour les productions cinématographiques, les émissions radiotélédiffusées, les vidéos, les enregistrements et les événements en direct."
52114.00,"Les annonceurs et autres communicateurs lisent des bulletins d'information, des nouvelles sportives, des bulletins météorologiques, des bulletins d'intérêt public et des annonces publicitaires, et ils animent des émissions de divertissement et des émissions d'information à la radio ou à la télévision."
52119.01,"Les régisseurs de plateau supervisent le travail des opérateurs de caméra et autre personnel technique et donnent le signal aux annonceurs, aux acteurs et aux artistes au cours de l'enregistrement de bulletins d'informations et d'émissions de télévision."
52119.02,"Les chefs machinistes de plateau supervisent les machinistes, les chefs électriciens et les manoeuvres de scène qui montent, installent, déplacent et démontent des appareils d'éclairage, des décors, des toiles de fond et d'autre matériel de décors."
52119.03,"Les chefs électriciens de plateau et éclairagistes montent, font fonctionner et réparent des appareils d'éclairage et d'autre matériel électrique dans des studios, sur des plateaux et sur des scènes."
52119.04,"Les coordonnateurs des cascades et les techniciens en effet spéciaux conçoivent et coordonnent des effets spéciaux tels que des incendies, des explosions et des collisions pour des productions télédiffusées et cinématographiques."
52119.05,"Les maquilleurs appliquent du maquillage et du maquillage à effets spéciaux aux acteurs et aux artistes pour des productions télédiffusées, cinématographiques et des productions théâtrales."
52119.06,"Les costumiers coordonnent l'acquisition, l'essayage et l'entretien de l'ensemble des costumes pour des productions télédiffusées, cinématographiques et des productions théâtrales."
52119.07,"Les chefs d'atelier de décors et chefs accessoiristes participent à l'élaboration des devis de construction de décors pour des productions télédiffusées et cinématographiques, des bulletins d'information et des productions théâtrales."
52120.01,"Les designers graphiques conçoivent et produisent du matériel graphique et visuel pour communiquer efficacement des renseignements pour des imprimés, de la publicité, des films, des emballages, des affiches, des panneaux indicateurs et des produits médias interactifs tels que des sites Web et des disques compacts.  Les designers graphiques qui occupent des postes de supervision, de consultation ou de gestion de projets sont compris dans cette profession."
52120.02,Les illustrateurs conçoivent et réalisent des illustrations pour représenter en images divers contenus d'information.
52121.00,"Les designers d'intérieur et les décorateurs d'intérieur créent et réalisent des concepts d'aménagement d'intérieur esthétique, fonctionnel et sécuritaire pour des immeubles de type résidentiel, commercial, culturel, institutionnel et industriel."
53100.01,"Les techniciens en conservation et en restauration aident à la conservation et à la restauration d'artéfacts, sous la direction d'un restaurateur."
53100.02,"Les préparateurs et les encadreurs de tableaux œuvrent à la construction et à l'installation des expositions et des étalages, préparent les artéfacts pour l'entreposage et l'expédition et participent à l'encadrement d'objets d'art."
53100.03,"Les interprètes de musée organisent des visites dans les musées, les galeries d'art, les lieux historiques et patrimoniaux et autres endroits afin de montrer les expositions et les étalages, de répondre aux questions et de donner des informations concernant les expositions ou les lieux."
53100.04,"Les adjoints à la conservation, les agents des services de vulgarisation, les techniciens en muséologie et les catalogueurs et registraires de musée aident à la recherche, à la manutention et à l'entreposage d'artéfacts, ainsi qu’à la planification et au développement des expositions itinérantes et des événements spéciaux."
53100.05,"Les taxidermistes préparent, empaillent et montent des peaux d'animaux pour conservation, exposition ou pour usage scientifique."
53110.00,"Les photographes utilisent des appareils photographiques pour prendre des photographies de personnes, d'événements, de scènes, d'objets, de produits et autres sujets."
53111.01,Les grutiers du cinéma et radiotélédiffusion aident les travailleurs techniques et accomplissent d'autres tâches de soutien en rapport avec la production et la diffusion de films et de représentations des arts de la scène.
53111.02,Les projectionnistes de cinéma montrent des films en faisant fonctionner l'équipement de projection et en assurant l'entretien du matériel.
53111.03,Les accessoiristes et constructeurs de décors aident les membres de l'équipe technique et accomplissent d'autres tâches de soutien reliées à la production et à la télédiffusion de films et de représentations des arts de la scène.
53111.04,Les assistants au script aident les travailleurs techniques et accomplissent d'autres tâches de soutien en rapport avec la production et la diffusion de films et de représentations des arts de la scène.
53111.05,Les machinistes et monteurs-régleurs de plateau aident les travailleurs techniques et accomplissent d'autres tâches de soutien en rapport avec la production et la diffusion de films et de représentations des arts de la scène.
53111.06,Les habilleurs aident les membres de la distribution à revêtir leurs costumes et remplissent des tâches de soutien reliées à la production et à la télédiffusion de films et de représentations des arts de la scène.
53111.07,"Les assistants à la réalisation accomplissent des tâches de soutien reliées à la radiotélédiffusion, à la production de films et aux arts de la scène, telles que la préparation des horaires, la mise en place de l'équipement et des arrangements de voyage à divers lieux de tournage."
53120.01,"Les danseurs s'exécutent en tant que solistes, avec des partenaires et avec d'autres danseurs à titre de membres de groupes et de compagnies de danse."
53120.02,Les professeurs de danse enseignent les techniques de la danse et l'interprétation artistique.
53121.01,"Les acteurs et les comédiens interprètent des rôles dans des productions cinématographiques, télévisuelles, théâtrales et radiophoniques pour divertir des auditoires variés."
53121.02,"Les professeurs d'art dramatique enseignent aux étudiants l'interprétation des scénarios, l'art oratoire, l'art du mouvement et les principes de l'art dramatique."
53121.03,Les artistes de cirque exécutent des numéros de cirque dans des cirques pour divertir un public varié.
53122.01,"Les peintres créent des peintures originales, des dessins, et d'autres oeuvres artistiques."
53122.02,"Les sculpteurs créent des sculptures, des statues et d'autres oeuvres artistiques à trois dimensions."
53122.03,"Les professeurs d'art enseignent aux élèves les techniques et les méthodes de dessin, de peinture, de sculpture et d'autres formes d'expression artistique."
53123.01,"Les ensembliers de théâtre imaginent et réalisent des plans de décors, de costumes et d'éclairage pour les films, les émissions de télévision, les pièces de théâtre et les productions vidéo."
53123.02,"Les dessinateurs de mode créent et réalisent des modèles de vêtements, de tissus et d'accessoires."
53123.03,Les concepteurs d'expositions créent et réalisent des concepts d'étalages et d'expositions.
53124.01,Les artisans sculpteurs utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des objets ornementaux et des sculptures.
53124.02,Les souffleurs de verre utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des objets ornementaux en verre.
53124.03,"Les orfèvres utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des objets ornementaux, des bijoux et autres objets d'artisanat en utilisant du métal."
53124.04,Les potiers utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des pièces en terre cuite.
53124.05,Les artisans vitraillistes utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des objets ornementaux et des vitraux à l'aide de verre coloré.
53124.06,Les confectionneurs d'instruments musicaux utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des instruments de musique.
53124.07,"Les tisserands utilisent leur habileté manuelle et leurs talents artistiques pour concevoir et fabriquer des tapis, des couvertures et d'autres objets d'artisanat."
53124.08,"Les professeurs d'artisanat enseignent des techniques manuelles et artistiques utilisées pour concevoir et fabriquer des objets ornementaux, des pièces en terre cuite, des vitraux, des bijoux, des tapis, des couvertures et d'autres objets d'artisanat."
53124.09,Les décorateurs floraux conçoivent des arrangements floraux.
53125.00,"Les patronniers de produits textiles et d'articles en cuir et en fourrure dessinent les premiers patrons pour la confection de vêtements, de chaussures et d'autres articles en textile, en cuir et en fourrure."
53200.00,"Les athlètes participent à des compétitions sportives amateures ou professionnelles. Ils pratiquent des sports d'équipe, tels que le hockey, le baseball, le football ou la crosse, des sports individuels, tels que le ski, le patinage artistique, la boxe ou l'athlétisme, ou participent à des jeux tels que le poker et les échecs."
53201.01,Les entraîneurs préparent et entraînent les athlètes pour des compétitions sportives.
53201.02,Les dépisteurs sportifs identifient et recrutent des athlètes pour des équipes sportives professionnelles.
53202.00,"Les arbitres et les officiels de sports respectent et mettent en application les règles et les règlements qui régissent les événements sportifs, les jeux athlétiques et les compétitions sportives."
54100.01,"Les animateurs et les responsables de programmes de sports, de loisirs et de conditionnement physique dirigent et forment des personnes et des groupes dans le cadre de programmes de sports, de loisirs, de conditionnement physique et d'athlétisme."
54100.02,"Les évaluateurs de la condition physique effectuent des tests et des évaluations de la condition physique et conçoivent, développent et fournissent des programmes en la matière."
55109.01,"Les amuseurs publics divertissent les passants dans les rues et les parcs en exécutant des tours de magie, des tours d'adresse, de courtes pièces de théâtre, des pièces musicales et d'autres spectacles de divertissement."
55109.02,"Les magiciens et illusionnistes effectuent des tours de magie, de passe-passe, de disparition et d'autres tours d'illusions."
55109.03,Les mannequins et les modèles présentent des vêtements et des produits à divers publics par le biais de divers médias.
55109.04,Les influenceurs créent et partagent du contenu personnel et de marque pour les médias sociaux ou d’autres plateformes en ligne.
60010.00,"Les directeurs des ventes corporatives planifient, organisent, dirigent, contrôlent et évaluent les activités d'établissements et de services voués aux ventes commerciales, industrielles, institutionnelles, électroniques et aux ventes en gros et au détail."
60020.00,"Les directeurs du commerce de détail et de gros, planifient, organisent, dirigent, contrôlent et évaluent les activités des établissements qui vendent des produits ou des services au détail et en gros."
60030.00,"Les directeurs de la restauration et des services alimentaires planifient, organisent, dirigent, contrôlent et évaluent les activités de restaurants, de bars, de cafétérias ou d'autres établissements du domaine de la restauration."
60031.00,"Les directeurs de services d'hébergement planifient, organisent, dirigent, contrôlent et évaluent les activités d'un service d'hébergement ou d'un service à l'intérieur d'un tel établissement."
60040.00,"Les directeurs du service à la clientèle et des services personnels comprennent les directeurs d'établissements qui offrent des services tels que le nettoyage à sec, la coiffure ou le nettoyage à domicile. Ce groupe de base comprend aussi les directeurs d'écoles qui offrent une formation non professionnelle, telles que des écoles de conduite, de langues, de musique, de danse, d'art, de cuisine ou de mode."
62010.00,"Les superviseurs des ventes de commerce de détail supervisent et coordonnent les activités des travailleurs inclus dans les groupes de base suivants : (64.100) Vendeurs/vendeuses et décorateurs-étalagistes/décoratrices-étalagistes en commerce de détail, (65.100) Caissiers/caissières, (65.102) Garnisseurs/garnisseuses de tablettes, commis et préposés/préposées aux commandes dans les magasins et (65.109) Autre personnel assimilé des ventes."
62020.00,"Les superviseurs des services alimentaires supervisent, dirigent et coordonnent les activités des travailleurs qui préparent, répartissent et servent des aliments. I"
62021.00,"Les gouvernants principaux dirigent et contrôlent les opérations des services d'entretien ménager des hôtels, des centres hospitaliers et d'autres établissements semblables."
62022.00,"Les superviseurs des services d'hébergement, de voyages, de tourisme et des services connexes supervisent et coordonnent les activités des réceptionnistes d'hôtel, des employés de casinos, des commis aux réservations, et autres travailleurs du secteur des services d'hébergement, de voyages, de tourisme et des services connexes."
62023.01,Les superviseurs des représentants au service à la clientèle - services financiers surveillent et coordonnent les activités des travailleurs du groupe suivant : (64.400) Représentants/représentantes au service à la clientèle - services financiers.
62023.02,Les superviseurs des représentants au service à la clientèle (sauf services financiers) surveillent et coordonnent les activités des travailleurs du groupe suivant : Autres préposés/autres préposées des services d'information et des services à la clientèle (64409).
62024.00,"Les surveillants des services de nettoyage supervisent et coordonnent les activités des travailleurs inclus dans les groupes de base suivants : (65.310) Préposés/préposées à l'entretien ménager et au nettoyage des travaux légers, (65.311) Nettoyeurs spécialisés/nettoyeuses spécialisées, et (73.201) Concierges et surintendants/surintendantes d'immeubles."
62029.00,"Les surveillants des autres services supervisent et coordonnent les activités des employés d'entreprises de nettoyage à sec, de lessivage, de repassage, d'assemblage et d'emballage, des placeurs et des préposés dans les cinémas, des stations thermales, des employés de clubs sportifs ou récréatifs, des commissionnaires, des gardiens de sécurité et d'autres travailleurs du secteur des services."
62100.00,"Les spécialistes des ventes techniques de commerce de gros vendent des biens et des services techniques tels que du matériel scientifique, agricole et industriel, et des services de télécommunications, d'électricité et d'informatique à des entreprises gouvernementales, industrielles ou commerciales, sur le marché national et international. Les spécialistes des ventes techniques de commerce de gros qui occupent des postes de supervision sont compris dans ce groupe de base."
62101.00,Les acheteurs des commerces de détail et de gros achètent des marchandises pour la revente dans un commerce de gros ou de détail et sont généralement responsables des techniques marchandes des établissements de commerce de détail ou de gros. Les acheteurs des commerces de détail et de gros qui occupent des postes de supervision et les acheteurs adjoints sont inclus dans ce groupe de base.
62200.01,"Les premiers chefs planifient et dirigent les activités reliées à la préparation et à la cuisson des aliments, et préparent et font cuire les repas et les aliments de spécialité."
62200.02,Les sous-chefs planifient et dirigent les activités reliées à la préparation et à la cuisson des aliments. Ils peuvent être amenés à préparer et à faire cuire les repas et les spécialités de la maison.
62200.03,Les chefs et les chefs spécialisés assurent la préparation et la cuisson des repas et des spécialités. Ils planifient et supervisent également les activités reliées à la cuisson.
62201.01,Les directeurs de funérailles coordonnent et organisent tous les aspects des services funéraires.
62201.02,Les embaumeurs préparent la dépouille des personnes décédées pour les visites publiques et l'enterrement.
62202.01,"Les bijoutiers et travailleurs des professions connexes fabriquent, montent, réparent et évaluent les bijoux de qualité."
62202.02,"Les horlogers-rhabilleurs et le personnel assimilé réparent, nettoient, règlent et fabriquent des pièces d'horlogerie."
63100.00,"Les agents et les courtiers d'assurance vendent de l'assurance vie, de l'assurance automobile, de l'assurance sur les biens, de l'assurance maladie et d'autres types d'assurance à des particuliers, des entreprises et des établissements publics. Ce groupe de base comprend également les superviseurs d'agents d'assurance."
63101.00,"Les agents et les vendeurs en immobilier agissent à titre d'intermédiaire dans la vente ou l'achat de maisons, d'appartements, d'immeubles à usage commercial, de terrains et d'autres biens réels."
63102.00,"Les représentants des ventes financières vendent des produits et des services de base de dépôt, d'investissements ou de prêts aux particuliers et aux entreprises"
63200.00,Les cuisiniers préparent et font cuire une grande variété d'aliments. Ce groupe inclus aussi les apprentis.
63201.00,"Les bouchers préparent des coupes régulières et spécialisées de viande, de volaille, de poisson et de crustacés qui seront vendues par des détaillants ou des grossistes de produits alimentaires. Ce groupe de base comprend les bouchers qui occupent des postes de surveillants ou de chefs de service. Ce groupe inclus aussi les apprentis."
63202.00,"Les boulangers-pâtissiers font des pains, des petits pains, des muffins, des tartes, des pâtisseries, des gâteaux et des biscuits dans des pâtisseries qui font le commerce de gros et de détail ainsi que dans des restaurants. Les boulangers-pâtissiers qui occupent des postes de surveillants sont inclus dans ce groupe de base. Ce groupe inclus aussi les apprentis."
63210.01,"Les coiffeurs coupent les cheveux, font des mises en plis et offrent des services connexes."
63210.02,"Les barbiers coupent les cheveux, font des mises en plis et offrent des services connexes."
63211.01,Les esthéticiens prodiguent des soins faciaux et corporels afin d'améliorer l'apparence physique de leurs clients.
63211.02,Les maquilleurs prodiguent des soins faciaux et corporels afin d'améliorer l'apparence physique de leurs clients.
63211.03,Les électrolystes dispensent des traitements d'électrolyse destinés à améliorer l'apparence physique de leurs clients.
63211.04,"Les manucures et les pédicures prodiguent des soins aux mains et aux pieds de leurs clients, soins destinés à améliorer l'apparence physique."
63211.05,Les spécialistes du cuir chevelu prodiguent au cuir chevelu de leurs clients des soins destinés à en améliorer l'apparence physique.
63211.06,Les tatoueurs dessinent des tatouages destinés à améliorer l'apparence physique de leurs clients.
63211.07,"Les techniciens en greffe de cheveux (non médicaux) préparent et posent des perruques faites sur mesures sur le cuir chevelu des clients, tissent les postiches dans la chevelure des clients et appliquent des traitements pour le cuir chevelu."
63220.01,Les fabricants de chaussures fabriquent des bottes et des souliers spéciaux ou sur mesure.
63220.02,Les cordonniers réparent les chaussures.
63221.00,"Les tapissiers-garnisseurs recouvrent de tissu, de cuir ou d'autres matières utilisées en tapisserie, des meubles, des accessoires et d'autres charpentes et articles."
64100.01,Les vendeurs en commerce de détail vendent ou louent une gamme de produits et de services techniques et non techniques directement aux consommateurs.
64100.02,"Les décorateurs-étalagistes planifient, créent et implémentent des vitrines et des présentoirs en magasin."
64101.00,"Les représentants des ventes et des comptes de commerce de gros (non-technique) vendent des biens et des services non techniques à des détaillants, grossistes, et établissements commerciaux, industriels ou spécialisés, ainsi qu'à d'autres clients au Canada et à l'étranger. Les commissaires-priseurs sont inclus dans ce groupe de base. Les représentants des ventes et des comptes de commerce de gros (non-techniques) qui occupent des postes de supervision sont aussi compris dans ce groupe de base."
64200.01,"Tailleurs, couturiers et retoucheurs confectionnent, transforment et réparent des vêtements ajustés, des robes, des manteaux et d'autres vêtements sur mesure."
64200.02,"Les fourreurs confectionnent, transforment et réparent des manteaux de fourrure et d'autres vêtements et accessoires de fourrure."
64200.03,"Les modistes confectionnent, transforment et réparent les chapeaux."
64201.01,"Les conseillers imagistes donnent des conseils aux clients sur leur façon de s'exprimer et de se présenter, leurs manières ou autres comportements, de façon à ce qu'ils puissent améliorer leur propre image ou leur image professionnelle."
64201.02,Les conseillers en services de mariage conseillent leurs clients au sujet de leurs plans de mariage.
64201.03,Les conseillers en perte de poids donnent des conseils aux clients sur leur présentation personnelle et leurs objectifs de perte de poids de façon à ce qu'ils puissent améliorer leur propre image et leur image professionnelle.
64300.00,Les maîtres d'hôtel et les hôtes accueillent et accompagnent les clients aux tables et surveillent et coordonnent les activités des serveurs d'aliments et de boissons.
64301.00,Les barmans mélangent et servent des boissons alcoolisées ou non alcoolisées. Les surveillants de barmans sont inclus dans ce groupe de base.
64310.00,"Les conseillers en voyages renseignent les clients sur les itinéraires possibles et les voyages à forfait, font des réservations, préparent les billets et perçoivent les sommes dues."
64311.01,Les agents de bord – transport aérien veillent à la sécurité et au confort des passagers et des membres de l'équipage en cours de vol.
64311.02,"Les commissaires de bord, les directeurs du service à la clientèle et les directeurs de service aux passagers veillent à la sécurité et au confort des passagers et des membres de l'équipage en cours de vol."
64311.03,Les commissaires de marine du transport par voies navigables veillent à la sécurité et au confort des passagers à bord des bateaux.
64312.01,"Les agents aux passagers et de billetterie - transport aérien émettent des billets, fournissent de l'information sur le prix des billets, font des réservations, enregistrent les passagers à leur arrivée, recherchent les bagages perdus, voient au transport de la cargaison et remplissent d'autres tâches reliées aux services à la clientèle afin d'aider les passagers de lignes aériennes."
64312.02,Les agents de fret aérien et d'escale voient au transport de la cargaison et dispensent d'autres services connexes aux passagers.
64312.03,"Les agents de réservations d'un transporteur aérien émettent des billets, font des réservations et dispensent d'autres services connexes aux passagers."
64313.01,"Les agents de billetterie et le personnel assimilé (sauf transport aérien) indiquent les tarifs et les taux, font des réservations, émettent les billets, vérifient les bagages et assument d'autres fonctions connexes de services à la clientèle pour aider les passagers."
64313.02,"Les représentants du service à la clientèle en matière de fret indiquent les tarifs et les taux, traitent les cargaisons de fret, vérifient les bagages et exercent d'autres fonctions connexes de services à la clientèle pour aider les passagers."
64314.00,"Les réceptionnistes d'hôtel réservent les chambres, fournissent des renseignements et des services aux clients et perçoivent le paiement pour les services. I"
64320.01,"Les guides touristiques accompagnent des personnes et des groupes lors de voyages et de visites touristiques de villes, et de visites de lieux historiques et d'établissements tels que des édifices célèbres, des usines, des cathédrales et des parcs thématiques."
64320.02,"Les guides itinérants accompagnent des personnes et des groupes lors de voyages et de visites touristiques de villes, et de visites de lieux historiques et d'établissements tels que des édifices célèbres, des usines, des cathédrales et des parcs thématiques"
64321.00,"Les travailleurs dans les casinos assure les activités aux tables de jeu, assiste les clients utilisant les machines à sous, accepte les paris de keno, verse aux clients l'argent et les lots qu'ils ont gagnés et collecte les mises perdues par les clients."
64322.00,"Les guides d'activités récréatives et sportives de plein air organisent et dirigent des excursions et des expéditions à l'intention des sportifs, des personnes en quête d'aventure, des touristes ou des clients des centres de villégiature."
64400.00,Les représentants au service à la clientèle des institutions financières traitent les transactions financières des clients et fournissent des renseignements au sujet des produits et des services bancaires connexes.
64401.00,Les représentants des services postaux fournissent des services à la clientèle et comptabilisent les opérations dans les comptoirs de vente et les guichets postaux. Ils tiennent à jour l’inventaire et commandent les fournitures dans les bureaux de poste et les services de courrier interne.
64409.00,"Les autres préposés aux services d'information et aux services à la clientèle répondent aux demandes de renseignements, donnent des informations au sujet des produits, des services et des politiques d'un établissement et fournissent des services à la clientèle tels que la réception des paiements et le traitement des demandes de service. I"
64410.01,"Les gardiens de sécurité surveillent les propriétés afin de prévenir le vol et le vandalisme, contrôlent l'accès aux établissements, maintiennent l'ordre et font respecter les règlements à l'occasion d'événements publics et dans les établissements."
64410.02,"Les gardiens de voitures blindées conduisent et gardent des voitures blindées et ramassent et livrent l'argent et les objets de valeur aux banques, aux guichets automatiques et aux établissements de vente au détail."
64410.03,"Les agents de sécurité d'entreprise mènent des enquêtes pour le compte de clients ou d'employeurs, appliquent des mesures de sécurité pour protéger la propriété contre le vol ou le feu et offrent d'autres services de protection."
64410.04,Les enquêteurs privés mènent des enquêtes pour le compte de clients et d'employeurs.
64410.05,"Les agents de prévention des vols mènent des enquêtes pour le compte de clients ou d'employeurs, appliquent des mesures de sécurité pour protéger la propriété contre le vol ou le feu et offrent d'autres services de protection."
