Code de profil professionnel SIPeC,Exigences d'emploi
43202.01,Un diplôme d'études secondaires est exigé.
43202.01,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.01,Une formation en cours d'emploi est offerte.
43202.02,Un diplôme d'études secondaires est exigé.
43202.02,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.02,Une formation en cours d'emploi est offerte.
43202.03,Un diplôme d'études secondaires est exigé.
43202.03,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.03,Une formation en cours d'emploi est offerte.
43202.04,Un diplôme d'études secondaires est exigé.
43202.04,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.04,Une formation en cours d'emploi est offerte.
43202.05,Un diplôme d'études secondaires est exigé.
43202.05,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.05,Une formation en cours d'emploi est offerte.
43202.06,Un diplôme d'études secondaires est exigé.
43202.06,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.06,Une formation en cours d'emploi est offerte.
43202.07,Un diplôme d'études secondaires est exigé.
43202.07,Un diplôme d'études collégiales ou des cours en droit et en sécurité ou dans un domaine connexe oude l'expérience dans un poste connexe en administration ou en réglementation sont habituellement exigés.
43202.07,Une formation en cours d'emploi est offerte.
43202.08,Un diplôme d'études secondaires est exigé.
43202.08,"Un diplôme d'études collégiales en technologie du génie civil ou de l'architecture et plusieurs années d'expérience dans le domaine de l'application de règlements, de la construction ou un domaine connexe peuvent être exigés des inspecteurs du zonage ou des agents d'application des règlements de zonage."
43202.08,Une formation en cours d'emploi est offerte.
43203.01,Une formation en ligne de quatre semaines et une formation spécialisée de quatre mois et demi au Collège de l’ASFC sont obligatoires pour les agents des services frontaliers.
43203.01,"Les agents des services frontaliers doivent réussir l’examen d’entrée des officiers stagiaires (EEOS), le Cours canadien de sécurité dans le maniement des armes à feu (CCSMAF) et le Cours canadien de sécurité dans le maniement des armes à feu à autorisation restreinte (CCSMAFAR)."
43203.01,"Les agents des services frontaliers doivent réussir une évaluation psychologique, une évaluation des aptitudes psychiques (EAP) et un examen médical."
43203.01,Les agents étudiants de services frontaliers doivent suivre la Formation sur les techniques de maîtrise et de défense (TDM).
43203.01,Un permis de conduire est exigé.
43203.02,Un diplôme d’études secondaires est exigé.
43203.02,Un programme de formation spécialisée offert par le gouvernement est habituellement exigé.
43204.00,Un diplôme d'études secondaires est habituellement exigé.
43204.00,Une formation militaire de base de trois mois est requise et offerte.
43204.00,Une formation de qualification professionnelle d'au moins six mois est requise.
43204.00,Une formation spécialisée dans l'opération et l'entretien de matériel et de systèmes militaires est offerte.
44100.01,Un diplôme d'études secondaires peut être exigé.
44100.01,"Un programme de formation en soins des enfants ou dans un domaine connexe peut être exigé des dispensateurs de soins aux enfants à domicile, des aides à la famille et des parents de famille d'accueil."
44100.01,De l'expérience en soins des enfants ou en économie domestique peut être exigée.
44100.01,Une aptitude manifeste à exécuter le travail est habituellement exigée.
44100.01,Un certificat en secourisme et une formation en réanimation cardiorespiratoire (RCR) peuvent être exigés.
44100.02,Un diplôme d'études secondaires peut être exigé.
44100.02,"Un programme de formation en soins des enfants ou dans un domaine connexe peut être exigé des dispensateurs de soins aux enfants à domicile, des aides à la famille et des parents de famille d'accueil."
44100.02,De l'expérience en soins des enfants ou en économie domestique peut être exigée.
44100.02,Un certificat en secourisme et une formation en réanimation cardiorespiratoire (RCR) peuvent être exigés.
44101.00,Quelques années d'études secondaires sont habituellement exigées.
44101.00,De l'expérience en économie domestique peut être exigée.
44101.00,Une formation collégiale ou d'autres cours en services de maintien à domicile peut être exigée.
44101.00,Un certificat en secourisme peut être exigé.
44101.00,"La réussite d'un programme de formation en soins des personnes âgées, handicapées ou convalescentes, ou d'un programme connexe, peut être exigée."
44200.00,Un diplôme d'études secondaires est habituellement exigé.
44200.00,Une formation militaire de base de trois mois est offerte.
44200.00,Une formation spécialisée dans l'opération et l'entretien de matériel et de systèmes militaires est offerte.
45100.01,Un diplôme d’études secondaires peut être exigé.
45100.01,Un certificat en secourisme et une formation en réanimation cardiorespiratoire (RCR) peuvent être exigés.
45100.02,Un certificat en secourisme et une formation en réanimation cardiorespiratoire (RCR) peuvent être exigés.
50010.00,"Un diplôme d'études supérieures en archivistique ou en histoire et plusieurs années d'expérience comme archiviste ou en recherche historique, y compris de l'expérience en supervision sont exigés."
50010.00,"Un diplôme d'études supérieures en bibliothéconomie et en sciences de l'information et plusieurs années d'expérience comme bibliothécaire, y compris de l'expérience en supervision sont exigés."
50011.00,"Un diplôme d'études universitaires ou collégiales en communication, en radiotélédiffusion, en journalisme ou dans un autre domaine des arts est habituellement exigé."
50011.00,"Plusieurs années d'expérience dans l'édition, le cinéma, la radiotélédiffusion ou le théâtre sont habituellement exigées."
50012.00,"Un diplôme d'études universitaires en récréologie, en éducation physique, en administration des sports ou dans une discipline connexeouun diplôme d'études collégiales en gestion des loisirs ou en administration des sports est habituellement exigé."
50012.00,Un certificat d'entraîneur dans une discipline sportive particulière peut être exigé des directeurs généraux de fédérations sportives.
50012.00,"Plusieurs années d'expérience dans un poste relié à l'administration des sports et des loisirs, à la consultation et à la programmation sont habituellement exigées."
50012.00,Une accréditation municipale comme directeur des loisirs peut être exigée des directeurs des loisirs.
51100.00,Une maîtrise en bibliothéconomie ou une maîtrise en sciences de l'information ou une maîtrise d'un programme accrédité par l'American Library Association est exigée.
51101.01,Les restaurateurs peuvent recevoir un agrément de l’Association Canadienne des restaurateurs professionnels.
51101.01,Une maîtrise en conservation des arts ouun diplôme d'études collégiales de deux ans en technique de restauration et plusieurs années d'expérience en restauration sont exigés des restaurateurs.
51101.02,"Une maîtrise ou un baccalauréat en muséologie, en histoire de l'art ou dans un domaine relié à leur travail sont exigés des conservateurs."
51102.00,Un diplôme universitaire de premier cycle (mineure en archivistique) ouun diplôme d'études universitaires auquel s'ajoute un certificat en archivistique est exigé.
51102.00,"Une maîtrise en archivistique, en archivistique et en science de l'information, en bibliothéconomie ou en histoire peut être exigée."
51110.00,"Un baccalauréat en lettres françaises ou anglaises, en journalisme ou dans une discipline connexe est habituellement exigé."
51110.00,Une formation pertinente peut être exigée des réviseurs et des rédacteurs/réviseurs qui se spécialisent dans un sujet particulier.
51110.00,L'adhésion à l'Association canadienne des rédacteurs-réviseurs peut être exigée.
51110.00,"Plusieurs années d'expérience dans le domaine, de la rédaction, de l'édition ou du journalisme sont habituellement exigées."
51111.01,Un dossier de présentation de documents illustrant le talent et la créativité est un préalable important pour l'embauche.
51111.01,Des programmes d'études universitaires et collégiales en création littéraire sont offerts aux écrivains.
51111.01,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51111.02,Un dossier de présentation de documents illustrant le talent et la créativité est un préalable important pour l'embauche.
51111.02,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51111.03,"Un diplôme d'études universitaires ou collégiales en anglais, en français, en marketing, en publicité ou dans une autre discipline est habituellement exigé des concepteurs-rédacteurs."
51112.00,"Un diplôme d'études universitaires dans le domaine de spécialisation, tel que l'informatique ou le génie, est habituellement exigé."
51113.00,Un diplôme d'études universitaires ou collégiales en journalisme ou dans une discipline connexe tel qu'en communications est habituellement exigé.
51114.01,"Un diplôme universitaire en traduction avec spécialisation en traduction, en terminologie ou en interprétation dans une paire de langues qui comprend au moins une des deux langues officielles ouun diplôme universitaire dans une discipline connexe, telle que les langues, la linguistique, la philologie et des cours de transfert linguistique, et deux ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles oucinq ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles sont exigés."
51114.01,"L'agrément sur dossier ou par examen de l'association provinciale ou du Conseil des traducteurs, terminologues et interprètes du Canada (CTTIC) peut être exigé des traducteurs, des terminologues et des interprètes."
51114.01,Les traducteurs ou interprètes travaillant dans un contexte international doivent habituellement connaître trois langues.
51114.01,"L'appartenance à l'association provinciale ou territoriale des traducteurs, interprètes et terminologues peut être exigée."
51114.01,L'emploi de titres professionnels peut être réglementé dans certaines provinces.
51114.02,"Un diplôme universitaire en traduction avec spécialisation en traduction, en terminologie ou en interprétation dans une paire de langues qui comprend au moins une des deux langues officielles ouun diplôme universitaire dans une discipline connexe, telle que les langues, la linguistique, la philologie et des cours de transfert linguistique, et deux ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles oucinq ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles sont exigés."
51114.02,"L'agrément sur dossier ou par examen de l'association provinciale ou du Conseil des traducteurs, terminologues et interprètes du Canada (CTTIC) peut être exigé des traducteurs, des terminologues et des interprètes."
51114.02,"L'appartenance à l'association provinciale ou territoriale des traducteurs, interprètes et terminologues peut être exigée."
51114.03,"Un diplôme universitaire en traduction avec spécialisation en traduction, en terminologie ou en interprétation dans une paire de langues qui comprend au moins une des deux langues officielles ouun diplôme universitaire dans une discipline connexe, telle que les langues, la linguistique, la philologie et des cours de transfert linguistique, et deux ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles oucinq ans d'expérience à temps plein en traduction dans une paire de langues qui comprend au moins une des deux langues officielles sont exigés."
51114.03,"L'agrément sur dossier ou par examen de l'association provinciale ou du Conseil des traducteurs, terminologues et interprètes du Canada (CTTIC) peut être exigé des traducteurs, des terminologues et des interprètes."
51114.03,Les traducteurs ou interprètes travaillant dans un contexte international doivent habituellement connaître trois langues.
51114.03,"L'appartenance à l'association provinciale ou territoriale des traducteurs, interprètes et terminologues peut être exigée."
51114.03,Use of professional titles may be regulated in some provinces.
51114.04,Une formation collégiale ou un certificat d'études universitaires en interprétation de la langue des signes est exigé des interprètes en langue des signes.
51114.04,Un certificat ou une évaluation d'agrément d'interprétation en LSQ ou en ASL peut être exigé des interprètes en langue des signes.
51114.04,L'appartenance à l'association provinciale des interprètes en langue des signes peut être exigée.
51120.01,"Un diplôme d'études universitaires ou collégiales dans les arts de la scène, en radiotélédiffusion, journalisme, administration des affaires, production théâtrale ou cinématographie etde l'expérience dans un poste technique ou de production en cinéma, en radiotélédiffusion ou en théâtre sont habituellement exigés."
51120.01,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.02,"Un diplôme d'études universitaires ou collégiales dans les arts de la scène, en radiotélédiffusion, journalisme, administration des affaires, production théâtrale ou cinématographie etde l'expérience dans un poste technique ou de production en cinéma, en radiotélédiffusion ou en théâtre sont habituellement exigés."
51120.02,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.03,Un diplôme d'études universitaires ou collégiales en danse ou des études dans une école de danse etune solide formation dans une compagnie de danse sont habituellement exigés.
51120.03,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.04,"Un diplôme d'études universitaires ou collégiales dans les arts de la scène, en radiotélédiffusion, journalisme, administration des affaires, production théâtrale ou cinématographie etde l'expérience dans un poste technique ou de production en cinéma, en radiotélédiffusion ou en théâtre sont habituellement exigés."
51120.04,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.05,Un diplôme d'études universitaires ou collégiales en cinéma ou en cinématographie et de l'expérience en opération de caméra ou autre poste technique en production cinématographique ou vidéo sont habituellement exigés.
51120.05,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.06,Un diplôme d'études universitaires ou collégiales en musique ou dans les arts d'enregistrement et de l'expérience dans un poste technique ou de production dans les arts d'enregistrement sont habituellement exigés.
51120.06,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51120.07,Un diplôme d'études universitaires ou collégiales en cinéma ou en cinématographie et de l'expérience en opération de caméra ou autre poste technique en production cinématographique ou vidéo sont habituellement exigés.
51120.07,Il faut faire preuve de créativité pour toutes les professions de ce groupe de base.
51121.01,"Un baccalauréat en musique ou la réussite d'un programme dans une école, un conservatoire ou une académie de musique est habituellement exigé."
51121.01,"Des études spécialisées en direction d'orchestre, en composition ou en arrangement sont habituellement exigées."
51121.01,De l'expérience en tant que musicien est exigée.
51121.01,"Le talent musical et des aptitudes à la création, tels que démontrés dans un dossier de présentation, constituent des critères d'embauche importants."
51121.02,"Des études spécialisées en direction d'orchestre, en composition ou en arrangement sont habituellement exigées."
51121.02,"Un baccalauréat en musique ou la réussite d'un programme dans une école, un conservatoire ou une académie de musique est habituellement exigé."
51121.02,De l'expérience en tant que musicien est exigée.
51121.02,"Le talent musical et des aptitudes à la création, tels que démontrés dans un dossier de présentation, constituent des critères d'embauche importants."
51121.03,"Des études spécialisées en direction d'orchestre, en composition ou en arrangement sont habituellement exigées."
51121.03,"Un baccalauréat en musique ou la réussite d'un programme dans une école, un conservatoire ou une académie de musique est habituellement exigé."
51121.03,De l'expérience en tant que musicien est exigée.
51121.03,"Le talent musical et des aptitudes à la création, tels que démontrés dans un dossier de présentation, constituent des critères d'embauche importants."
51122.01,"Un diplôme d'études universitaires en musique est habituellement exigé des membres d'un orchestre, des chanteurs et des musiciens professionnels en musique classique."
51122.01,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
51122.01,"Le talent musical et des aptitudes, tels que démontrés par une audition, constituent d'importants critères d'embauche."
51122.01,"Une formation musicale collégiale, universitaire ou en enseignement privé est habituellement exigée."
51122.02,"Un diplôme d'études universitaires en musique est habituellement exigé des membres d'un orchestre, des chanteurs et des musiciens professionnels en musique classique."
51122.02,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
51122.02,"Le talent musical et des aptitudes, tels que démontrés par une audition, constituent d'importants critères d'embauche."
51122.02,"Une formation musicale collégiale, universitaire ou en enseignement privé est habituellement exigée."
51122.03,"Une formation musicale collégiale, universitaire ou en enseignement privé est habituellement exigée."
51122.03,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
51122.03,"Le talent musical et des aptitudes, tels que démontrés par une audition, constituent d'importants critères d'embauche."
52100.01,Un programme collégial de deux à trois ans en bibliothéconomie et en technologie de l'information est habituellement exigé des techniciens dans les bibliothèques.
52100.02,Un diplôme ou un certificat collégial en services techniques d'archives et gestion de documents est exigé des techniciens dans les services d'archives publiques.
52110.00,"Un programme d'études collégiales ou de formation technique en télédiffusion, en technologie audiovisuelle ou dans un domaine connexe etde l'expérience comme aide-cadreur sont habituellement exigés."
52110.00,"Un dossier de présentation illustrant les aptitudes créatrices, le talent artistique et l'expérience peut être exigé."
52111.00,"Un diplôme d'études collégiales en graphisme, en art graphique, en infographie ou en dessin animé est exigé."
52111.00,Un dossier de présentation illustrant les aptitudes créatrices et le talent artistique est exigé.
52111.00,De l'expérience ou une formation de niveau postsecondaire ou collégial ou dans un institut technique en conception de produits multimédias peut être exigée.
52112.00,Un diplôme d'études collégiales en techniques de radiodiffusion ou en électronique est habituellement exigé.
52112.00,Les postes cadres et de supervision de ce groupe de base exigent de l'expérience.
52113.00,"Un diplôme d'études collégiales ou de tout autre programme en techniques du son, en technologie audiovisuelle ou dans un domaine connexe oude l'expérience comme assistant dans un studio d'enregistrement est habituellement exigé."
52113.00,"Les postes supérieurs dans ce groupe de base, tels qu'ingénieur aux enregistrements et ingénieur du son, requièrent de l'expérience."
52114.00,Un diplôme d'études collégiales en arts de la radio ou de la télévision est habituellement exigé.
52114.00,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de présentation peut être exigée.
52114.00,"Une formation pratique acquise, par exemple, dans un poste de radio étudiante peut être exigée."
52114.00,Les aptitudes démontrées à l'occasion d'une audition constituent un important critère d'embauche.
52119.01,"Un diplôme d'études collégiales ou universitaires en radiotélédiffusion, en théâtre ou dans un domaine connexe etplusieurs années d'expérience dans un poste de soutien ou d'assistant en cinéma, en radiotélédiffusion ou dans les arts de la scène sont exigés pour la plupart des postes de ce groupe de base."
52119.01,Un dossier de présentation est exigé des régisseurs de plateau.
52119.01,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.02,"Un diplôme d'études collégiales ou la réussite d'un autre programme spécialisé en production théâtrale technique est exigé des chefs électriciens, des éclairagistes, des chefs machinistes et des autres techniciens de plateau."
52119.02,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.03,"Un diplôme d'études collégiales ou la réussite d'un autre programme spécialisé en production théâtrale technique est exigé des chefs électriciens, des éclairagistes, des chefs machinistes et des autres techniciens de plateau."
52119.03,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.04,"Un diplôme d'études collégiales ou universitaires en radiotélédiffusion, en théâtre ou dans un domaine connexe etplusieurs années d'expérience dans un poste de soutien ou d'assistant en cinéma, en radiotélédiffusion ou dans les arts de la scène sont exigés pour la plupart des postes de ce groupe de base."
52119.04,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.05,"Un diplôme d'études collégiales ou universitaires en radiotélédiffusion, en théâtre ou dans un domaine connexe etplusieurs années d'expérience dans un poste de soutien ou d'assistant en cinéma, en radiotélédiffusion ou dans les arts de la scène sont exigés pour la plupart des postes de ce groupe de base."
52119.05,"Un programme de formation pour les maquilleurs travaillant dans le domaine du cinéma, de la télédiffusion et des arts de la scène peut être exigé."
52119.05,Un dossier de présentation démontrant les aptitudes créatives est exigé des maquilleurs.
52119.05,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.06,"Un diplôme d'études collégiales ou universitaires en radiotélédiffusion, en théâtre ou dans un domaine connexe etplusieurs années d'expérience dans un poste de soutien ou d'assistant en cinéma, en radiotélédiffusion ou dans les arts de la scène sont exigés pour la plupart des postes de ce groupe de base."
52119.06,L'adhésion à un syndicat relié à la profession peut être exigée.
52119.07,"Un diplôme d'études collégiales ou la réussite d'un autre programme spécialisé en production théâtrale technique est exigé des chefs électriciens, des éclairagistes, des chefs machinistes et des autres techniciens de plateau."
52119.07,L'adhésion à un syndicat relié à la profession peut être exigée.
52120.01,"Un diplôme d'études universitaires en arts visuels, avec spécialisation en design graphique, en art publicitaire, en communication graphique ou en bande dessinéeouun diplôme d'études collégiales en arts graphiques est exigé."
52120.01,Un dossier de présentation illustrant les aptitudes créatrices et le talent artistique est exigé des designers graphiques et des illustrateurs.
52120.01,De l'expérience ou une formation de niveau postsecondaire ou collégial ou dans un institut technique en conception de produits multimédias peut être exigée.
52120.02,"Un diplôme d'études universitaires en arts visuels, avec spécialisation en design graphique, en art publicitaire, en communication graphique ou en bande dessinéeouun diplôme d'études collégiales en arts graphiques est exigé."
52120.02,Un dossier de présentation illustrant les aptitudes créatrices et le talent artistique est exigé des designers graphiques et des illustrateurs.
52120.02,De l'expérience ou une formation de niveau postsecondaire ou collégial ou dans un institut technique en conception de produits multimédias peut être exigée.
52120.02,"Une formation en biologie, en génie, en architecture ou dans un domaine scientifique en plus d'une formation artistique sont habituellement exigées des illustrateurs médicaux, techniques et scientifiques."
52121.00,Un diplôme ou un certificat collégial en décoration intérieur est habituellement exigé des décorateurs d'intérieur.
52121.00,Un diplôme d'études universitaires ou collégiales en design d'intérieur est habituellement exigé des designers d'intérieur.
52121.00,L'accréditation par un institut ou une association provinciale est exigée pour utiliser les titres protégés liés aux designers d'intérieur dans toutes les provinces sauf l'Île-du-Prince-Édouard.
52121.00,L'adhésion au « Canadian Decorators' Association » est offerte aux décorateurs qualifiés.
52121.00,L'examen nord-américain de qualification « National Council for Interior Design Qualification » (NCIDQ) peut être exigé des designers d'intérieur après six ans d'études et d'expérience combinés.
53100.01,Un diplôme d'études collégiales en techniques de conservation ou de muséologie oula réussite d'autres programmes techniques reliés au travail ou une formation en milieu de travail est exigé pour les autres postes dans ce groupe de base.
53100.02,Un diplôme d'études collégiales en techniques de conservation ou de muséologie oula réussite d'autres programmes techniques reliés au travail ou une formation en milieu de travail est exigé pour les autres postes dans ce groupe de base.
53100.03,Un diplôme d'études collégiales en techniques de conservation ou de muséologie oula réussite d'autres programmes techniques reliés au travail ou une formation en milieu de travail est exigé pour les autres postes dans ce groupe de base.
53100.03,"Un diplôme d'études universitaires dans un domaine relié au travail dans un musée ou une galerie d'art peut être exigé des registraires, des catalogueurs et des interprètes de musée."
53100.04,Un diplôme d'études collégiales en techniques de conservation ou de muséologie oula réussite d'autres programmes techniques reliés au travail ou une formation en milieu de travail est exigé pour les autres postes dans ce groupe de base.
53100.04,"Un diplôme d'études universitaires dans un domaine relié au travail dans un musée ou une galerie d'art peut être exigé des registraires, des catalogueurs et des interprètes de musée."
53100.05,"Un diplôme d'études universitaires dans un domaine relié au travail dans un musée ou une galerie d'art peut être exigé des registraires, des catalogueurs et des interprètes de musée."
53110.00,"Un baccalauréat en arts visuels avec spécialisation en photographie oudes études secondaires, collégiales ou spécialisées en photographie ouune formation approfondie en cours d'emploi, sous la supervision d'un photographe, sont exigés."
53110.00,Un dossier de présentation illustrant le sens artistique et l'esprit technique est exigé.
53110.00,"De l'expérience en photographie informatisée ou en imagerie numérique, ou une connaissance du domaine peut être exigée."
53111.01,Un diplôme d'études secondaires est habituellement exigé.
53111.01,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.02,Un diplôme d'études secondaires est habituellement exigé.
53111.02,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.02,"L'accréditation pour les projectionnistes est offerte au Nouveau-Brunswick, bien que facultative. Au Québec, le métier de projectionniste est réglementé comme opérateur de machines électriques, catégorie machines cinématographiques."
53111.02,Un permis de travail de la province d'emploi est exigé des projectionnistes.
53111.03,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.03,Un diplôme d'études secondaires est habituellement exigé.
53111.04,Un diplôme d'études secondaires est habituellement exigé.
53111.04,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.05,Un diplôme d'études secondaires est habituellement exigé.
53111.05,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.06,Un diplôme d'études secondaires est habituellement exigé.
53111.06,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53111.07,Un diplôme d'études secondaires est habituellement exigé.
53111.07,"La plupart des professions de ce groupe de base exigent un diplôme d'études collégiales en radiotélédiffusion, en théâtre ou dans un domaine connexe ouune formation en cours d'emploi."
53120.01,Un diplôme d'études collégiales ou universitaires en danse ouun diplôme d'une académie ou d'une école de danse peut être exigé.
53120.01,Les aptitudes démontrées à l'occasion d'une audition constituent un important critère d'embauche.
53120.01,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
53120.02,Un diplôme d'études collégiales ou universitaires en danse ouun diplôme d'une académie ou d'une école de danse peut être exigé.
53120.02,Les aptitudes démontrées à l'occasion d'une audition constituent un important critère d'embauche.
53120.02,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
53120.02,Les professeurs de danse doivent habituellement posséder de l'expérience en tant que danseur.
53121.01,Les aptitudes démontrées à l'occasion d'une audition ou de rôles précédents constituent un important critère d'embauche.
53121.01,L'adhésion à une guilde ou à un syndicat peut être exigée.
53121.02,Les aptitudes démontrées à l'occasion d'une audition ou de rôles précédents constituent un important critère d'embauche.
53121.02,L'adhésion à une guilde ou à un syndicat peut être exigée.
53121.02,Les professeurs d'art dramatique doivent habituellement posséder de l'expérience comme acteurs.
53121.03,Les aptitudes démontrées à l'occasion d'une audition ou de rôles précédents constituent un important critère d'embauche.
53121.03,L'adhésion à une guilde ou à un syndicat peut être exigée.
53121.03,Une formation dans une école de cirque peut être exigée des artistes de cirque et des acrobates.
53122.01,"Un dossier de présentation illustrant la créativité et le talent ainsi qu'une connaissance de l'emploi sécuritaire de matériel, d'outils et d'équipement sont exigés. Des programmes dans les arts sont offerts dans les universités, les collèges et les écoles des beaux-arts."
53122.01,Un diplôme d'études collégiales en techniques de métiers d'art peut être exigé.
53122.02,"Un dossier de présentation illustrant la créativité et le talent ainsi qu'une connaissance de l'emploi sécuritaire de matériel, d'outils et d'équipement sont exigés. Des programmes dans les arts sont offerts dans les universités, les collèges et les écoles des beaux-arts."
53122.02,Un diplôme d'études collégiales en techniques de métiers d'art peut être exigé.
53122.03,"Un dossier de présentation illustrant la créativité et le talent ainsi qu'une connaissance de l'emploi sécuritaire de matériel, d'outils et d'équipement sont exigés. Des programmes dans les arts sont offerts dans les universités, les collèges et les écoles des beaux-arts."
53122.03,Un diplôme d'études collégiales ou universitaires dans un domaine relié aux arts peut être exigé des professeurs d'art.
53123.01,"Un diplôme universitaire en beaux-arts ou en arts visuels avec spécialisation dans le design des décors de théâtre, le design des vêtements ou de l'aménagement des étalages ouun diplôme d'études collégiales ou d'un établissement d'enseignement des arts avec spécialisation dans le design des décors de théâtre, le design des vêtements est exigé."
53123.01,Un dossier de présentation démontrant les aptitudes créatrices est exigé.
53123.01,L'exploitation de logiciels de conception assistée par ordinateur (CAO) peut être exigée.
53123.02,"Un diplôme universitaire en beaux-arts ou en arts visuels avec spécialisation dans le design des décors de théâtre, le design des vêtements ou de l'aménagement des étalages ouun diplôme d'études collégiales ou d'un établissement d'enseignement des arts avec spécialisation dans le design des décors de théâtre, le design des vêtements est exigé."
53123.02,L'exploitation de logiciels de conception assistée par ordinateur (CAO) peut être exigée.
53123.02,Un dossier de présentation démontrant les aptitudes créatrices est exigé.
53123.03,"Un diplôme universitaire en beaux-arts ou en arts visuels avec spécialisation dans le design des décors de théâtre, le design des vêtements ou de l'aménagement des étalages ouun diplôme d'études collégiales ou d'un établissement d'enseignement des arts avec spécialisation dans le design des décors de théâtre, le design des vêtements est exigé."
53123.03,L'exploitation de logiciels de conception assistée par ordinateur (CAO) peut être exigée.
53123.03,Un dossier de présentation démontrant les aptitudes créatrices est exigé.
53124.01,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.01,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.01,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.01,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.02,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.02,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.02,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.02,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.03,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.03,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.03,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
