OaSIS Code - Final,OaSIS Label - Final,Automation,Competition,Consequence of Error,Freedom to Make Decisions,Frequency of Decision Making,Impact of Decisions,Pace Determined by Speed of Equipment,Precision,Structured versus Unstructured Work,Tasks Repetition,Time Pressure,Time Pressure2,Work Schedule,Work Week Duration,Biological Agents,Dangerous Chemical Substances,Extremely Bright or Inadequate Lighting,Extreme Temperatures,Hazardous Conditions,"Hazardous Equipment, Machinery, Tools",High Places,In an Enclosed Vehicle or Equipment,In an Enclosed Vehicle or Equipment3,In an Open Vehicle or Equipment,In an Open Vehicle or Equipment4,"Indoors, Environmentally Controlled","Indoors, Environmentally Controlled5","Indoors, Not Environmentally Controlled","Indoors, Not Environmentally Controlled6","Outside, Exposed to Weather","Outside, Exposed to Weather7","Outside, Under Cover","Outside, Under Cover8",Physical Proximity,Radiation,Sound and Noise,Sound and Noise 9,Specialized Safety Equipment,Standard Safety Equipment,Vibration,Skin Injury,Bending or Twisting the Body,Climbing,"Cramped Work Space, Awkward Positions",Handling Material Manually,Keeping or Regaining Balance,Making Repetitive Motions,Sitting,Standing,Walking and Running,Conflict Situations,Contact With Others,Contact With Others10,Coordinating or Leading Others,Deal With External Customers,Deal With Physically Aggressive People,Dealing With Unpleasant or Angry People,Electronic Mail,Face-to-Face Discussions,Written Communications,Public Speaking,Responsibility for Outcomes and Results of Other Workers,Responsible for Others' Health and Safety,Telephone,Work With Work Group or Team,Work With Work Group or Team11
22211.00,Industrial designers,2,3,2,3,3,3,0,5,3,3,3,4,1,2,0,1,1,0,0,3,0,0,0,0,0,5,5,1,2,0,0,0,0,3,0,3,3,0,3,0,1,1,0,1,2,0,2,4,2,2,1,4,3,3,4,0,1,5,4,2,2,3,2,4,3,4
22212.01,Drafting technologists,2,3,3,3,2,3,1,5,3,3,3,4,1,2,0,1,1,1,1,1,0,1,1,0,0,5,5,1,1,1,1,0,0,3,0,2,2,0,1,0,0,1,0,0,2,0,4,5,1,1,2,4,3,3,3,0,1,4,4,3,1,3,1,3,3,3
22212.02,Drafting technicians,2,3,2,2,2,2,1,5,2,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,4,5,3,1,2,4,3,2,3,0,1,4,4,3,1,2,1,3,3,3
22213.01,Land survey technologists,3,3,3,3,3,3,1,5,3,3,3,4,2,2,0,2,2,3,1,3,1,3,2,1,1,3,3,1,1,3,3,1,1,3,0,3,3,1,3,1,2,3,0,1,4,2,3,2,4,3,2,4,3,3,3,0,2,4,4,3,1,3,2,3,3,3
22213.02,Land survey technicians,3,3,2,3,3,3,2,4,2,4,3,4,2,2,0,2,2,3,1,3,1,3,2,2,1,3,3,1,1,3,3,1,1,3,0,3,3,1,3,1,2,3,1,1,4,2,3,1,4,3,2,4,3,3,3,0,2,4,4,3,1,3,3,3,3,3
22214.01,Cartographic technologists and technicians,2,3,2,3,3,3,1,4,3,3,3,3,1,2,0,1,1,1,1,1,1,2,2,1,1,5,5,1,1,1,1,1,1,3,0,2,2,1,1,1,1,1,1,1,4,1,3,5,1,1,2,4,3,3,2,0,1,4,4,3,1,3,1,4,3,3
22214.02,Photogrammetric technologists and technicians,3,3,1,3,2,3,1,4,3,4,3,3,1,2,0,0,1,1,0,0,0,1,1,0,0,4,4,0,0,1,1,1,1,3,0,1,1,0,1,0,1,1,0,0,3,0,4,4,1,1,1,4,3,2,2,0,1,4,3,3,1,2,1,3,3,3
22214.03,Aerial survey and remote sensing technologists and technicians,2,3,1,3,2,3,1,4,2,4,3,4,1,2,0,1,1,1,0,0,0,1,1,0,0,5,5,0,0,1,1,0,0,3,0,2,2,0,2,2,0,1,0,2,4,1,3,4,1,3,2,4,3,3,3,0,1,4,4,3,1,1,1,3,3,3
22214.04,Geographic information system (GIS) technologists and technicians,2,3,2,3,3,3,2,4,3,3,3,3,1,2,0,1,1,1,0,0,0,2,2,1,1,5,5,1,1,1,1,1,1,3,0,2,2,0,1,1,1,1,0,1,3,1,3,4,1,1,2,3,3,3,4,0,1,5,4,3,2,3,1,4,3,3
22214.05,Meteorological technologists and technicians,2,3,2,3,2,3,1,4,3,3,3,3,1,2,0,0,1,1,1,0,1,2,2,1,1,5,5,1,1,1,1,1,1,3,0,1,1,1,1,0,1,1,1,1,4,1,3,5,1,1,1,4,3,2,3,0,1,4,4,3,2,3,1,4,3,4
22220.01,Computer and network operators,2,3,3,4,3,3,1,4,4,3,3,3,1,2,0,0,0,0,0,0,0,1,1,1,1,5,5,1,1,1,1,1,1,3,0,2,2,0,0,0,0,1,0,1,2,2,3,3,2,2,2,3,3,2,3,0,3,4,3,3,1,2,0,4,4,3
22220.02,Web technicians,2,3,2,3,3,2,0,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,2,0,3,5,1,1,2,4,3,3,2,0,2,4,3,2,1,3,0,4,3,3
22221.00,User support technicians,2,3,2,2,2,2,0,4,3,3,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,2,4,2,2,2,4,4,3,3,0,1,5,5,2,1,3,2,4,4,3
22222.00,Information systems testing technicians,2,3,1,3,2,2,0,4,3,3,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,2,0,3,5,1,0,2,5,3,3,2,0,1,4,4,2,2,3,0,3,4,5
22230.00,Non-destructive testers and inspectors,2,3,3,2,3,2,3,4,3,4,4,4,1,2,0,3,2,3,2,2,2,2,2,0,0,3,3,3,3,3,3,2,2,4,0,3,3,2,5,0,1,3,1,2,4,2,3,1,4,2,2,4,4,3,3,0,2,3,4,3,2,3,4,4,4,3
22231.01,Motor Vehicle defects investigators,1,4,3,3,4,3,2,4,3,3,3,3,1,2,0,3,2,2,3,2,1,3,2,1,1,3,3,2,2,3,3,2,2,3,0,4,4,0,4,1,3,3,0,2,4,2,3,1,4,4,2,4,3,4,3,1,2,3,4,2,1,4,4,3,3,3
22231.02,Railway accident investigation officers,1,4,3,3,3,3,2,4,3,3,3,3,1,2,0,3,2,2,3,2,2,3,1,1,1,3,3,1,1,3,3,2,2,3,0,3,2,0,3,1,3,3,1,2,4,2,3,3,3,2,2,4,3,4,3,1,2,3,4,2,1,4,4,3,3,3
22231.03,Airworthiness inspectors,1,3,4,3,5,4,0,5,3,3,3,4,1,2,0,2,2,2,2,1,1,1,1,0,0,3,3,2,2,3,3,1,1,3,0,3,3,1,2,2,1,2,1,2,3,1,3,2,3,3,3,4,3,4,4,1,2,4,4,3,2,4,5,4,3,3
22231.04,"Inspectors, weights and measures",2,3,2,3,3,3,3,5,3,4,3,3,1,2,0,3,1,2,1,2,0,0,0,0,0,3,3,1,1,3,3,1,1,3,0,3,3,1,5,0,1,2,0,1,3,1,3,3,4,3,3,4,3,3,2,1,2,3,4,3,1,4,3,3,3,3
22231.05,Oil and gas drilling rig inspectors,1,3,3,3,4,3,2,5,3,3,3,3,1,2,0,3,2,3,3,3,1,1,1,1,1,3,3,2,2,3,3,1,1,3,0,3,3,1,5,0,2,3,2,1,4,1,3,2,4,3,3,4,3,3,3,1,2,3,3,3,1,4,4,3,3,3
22232.00,Occupational health and safety specialists,1,3,3,3,3,3,1,4,3,3,3,4,1,2,2,2,1,2,2,2,2,2,2,1,1,4,4,1,1,2,2,1,1,3,2,2,2,2,3,0,1,1,1,1,2,1,2,3,3,3,2,4,3,4,4,1,2,4,4,3,3,3,5,4,3,2
22233.00,Construction inspectors,1,3,4,4,4,4,1,4,4,2,3,3,1,2,1,3,3,3,3,2,3,4,2,0,0,4,3,3,3,4,3,3,3,4,0,4,3,1,4,1,2,2,2,3,3,2,3,2,4,3,3,4,4,3,4,1,2,4,4,3,2,3,5,4,3,2
22300.01,Civil engineering technologists,2,3,2,3,3,3,1,4,3,3,3,4,1,2,0,2,1,2,1,2,1,2,1,0,0,3,3,1,1,2,2,1,1,3,0,2,2,1,3,1,1,2,0,1,4,2,3,4,3,2,2,4,4,4,4,0,2,4,4,3,2,3,3,4,3,4
22300.02,Civil engineering technicians,2,3,1,2,3,2,1,4,2,3,3,4,1,2,0,2,1,2,1,2,1,2,1,0,0,4,4,2,2,2,2,1,1,3,0,2,1,1,2,1,1,2,0,1,4,1,3,4,3,2,2,4,4,3,4,0,2,4,4,3,1,3,3,3,3,4
22301.01,Mechanical engineering technologists,1,3,4,3,3,3,3,5,3,3,3,3,1,2,0,2,1,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,3,0,3,3,1,3,1,2,2,1,1,4,2,3,3,3,2,2,4,3,3,3,0,1,4,4,3,1,4,4,3,3,4
22301.02,Mechanical engineering technicians,1,3,3,2,3,2,3,4,2,3,3,3,1,2,0,2,1,2,2,2,1,1,1,1,1,4,4,1,1,1,1,1,1,3,0,3,3,1,3,1,2,2,1,1,4,2,2,3,3,2,1,4,2,3,3,0,1,3,4,3,1,4,4,3,3,4
22302.01,Industrial engineering and manufacturing technologists,2,3,3,3,3,3,2,4,3,4,3,4,1,2,0,2,1,1,2,2,1,0,0,0,0,4,4,2,2,1,1,1,0,3,0,3,3,1,4,0,2,2,0,1,4,2,2,3,3,2,2,4,4,4,3,0,2,4,4,3,2,3,3,4,3,4
22302.02,Industrial engineering and manufacturing technicians,2,3,2,3,3,2,2,4,2,3,3,4,1,2,0,2,1,1,2,2,1,0,0,0,0,4,4,2,2,1,1,1,1,3,0,3,3,1,5,1,2,2,1,1,4,1,2,3,3,3,2,4,4,3,3,0,1,4,4,3,1,3,3,3,3,4
22303.00,Construction estimators,1,4,1,3,3,3,0,4,3,3,3,4,1,2,0,0,1,1,1,1,1,1,1,0,0,4,4,1,1,1,1,1,1,3,0,1,1,1,2,0,1,1,1,0,0,0,3,4,3,2,2,4,4,3,3,0,1,4,4,3,2,3,1,4,3,3
22310.01,Electrical and electronics engineering technologists,1,3,3,3,3,3,1,4,3,3,3,3,1,2,0,2,1,1,2,2,1,1,1,0,0,5,5,1,1,0,0,0,0,3,0,2,2,1,3,0,3,2,1,1,4,2,2,4,3,2,2,4,3,3,2,0,1,4,4,3,1,3,3,4,3,4
22310.02,Electrical and electronics engineering technicians,2,3,2,3,3,2,1,4,2,3,3,3,1,2,0,3,1,1,2,2,1,2,2,1,1,5,5,1,1,1,1,1,1,3,0,2,2,1,3,0,3,1,1,1,4,1,2,3,3,2,1,4,3,3,3,0,1,4,4,3,1,3,3,3,3,4
22311.00,Electronic service technicians (household and business equipment),1,3,2,3,3,2,1,4,3,3,4,3,1,2,0,1,2,1,2,1,1,3,2,0,0,2,2,2,2,2,2,1,1,3,0,2,2,1,2,0,2,3,2,2,4,2,3,1,4,3,2,4,3,3,4,0,2,3,4,2,1,3,3,4,2,1
22312.00,Industrial instrument technicians and mechanics,2,3,3,2,3,2,3,4,3,3,3,4,1,2,0,3,1,3,2,2,1,0,0,0,0,4,4,2,2,1,1,1,1,4,0,3,3,1,5,0,2,2,1,2,4,2,3,2,4,2,2,4,4,3,1,0,1,3,4,3,1,4,4,3,3,4
22313.01,Aircraft instrument mechanics and technicians,1,3,4,2,3,3,1,5,3,3,3,4,1,2,0,2,2,1,3,3,1,1,1,0,0,5,5,1,1,1,1,1,1,3,0,3,3,1,4,1,2,3,1,3,4,2,2,3,3,2,0,4,2,3,2,0,0,3,4,3,0,4,3,3,3,4
22313.02,Aircraft electrical mechanics and technicians,1,3,4,2,3,3,1,4,3,3,3,4,1,2,0,2,2,1,3,3,2,1,1,0,0,5,5,1,1,1,1,1,1,3,0,3,3,1,4,1,4,3,2,3,4,2,2,2,4,2,0,4,2,3,2,0,0,3,4,3,0,4,3,3,3,4
22313.03,Avionics mechanics and technicians,1,3,4,3,4,3,1,5,3,3,4,4,1,2,0,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,3,0,4,4,2,4,2,2,3,2,3,4,2,3,2,4,2,1,4,2,3,3,0,1,2,4,2,1,4,3,3,3,2
22313.04,Avionics inspectors,1,3,4,3,5,4,1,5,3,4,4,4,1,2,0,2,2,2,2,1,1,1,1,0,0,4,4,2,2,2,2,1,1,3,0,3,3,1,2,2,1,3,1,2,3,1,3,2,3,3,3,4,4,4,3,1,2,4,4,3,2,4,5,4,3,3
30010.00,Managers in health care,2,3,3,5,4,5,0,5,4,2,4,4,1,3,2,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,2,1,0,0,0,0,1,0,0,2,0,2,4,1,1,3,4,4,4,4,1,2,5,4,3,2,5,3,4,4,4
31100.01,Anesthesiologists,1,3,5,5,5,5,2,5,4,4,4,5,1,3,4,4,1,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,3,2,1,3,4,0,3,2,0,2,4,0,2,3,3,2,2,5,5,4,4,1,2,4,5,3,2,4,5,4,5,5
31100.02,"Internists, general",1,3,4,5,4,4,0,5,4,3,4,4,1,3,5,1,0,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,2,4,0,3,1,0,0,2,0,2,3,3,3,2,5,5,4,5,1,2,4,5,3,2,4,5,4,4,4
31100.03,"Pediatricians, general",1,3,5,5,4,4,0,5,4,3,4,4,1,3,5,3,0,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,2,2,0,4,0,3,2,0,1,3,0,2,3,3,2,3,5,5,4,5,1,2,4,4,3,2,4,5,4,4,4
31100.04,Psychiatrists,1,3,4,5,4,5,0,4,4,2,4,4,1,3,3,3,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,2,1,0,1,0,0,1,0,0,0,0,1,4,2,1,3,4,4,4,4,3,3,5,5,3,2,3,5,5,4,4
31100.05,Allergists and immunologists,1,3,5,5,5,5,0,5,4,3,3,3,1,2,5,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,4,0,0,1,0,0,2,0,1,3,3,2,2,5,5,4,5,1,2,4,4,3,1,4,5,4,4,4
31100.06,Hospitalists,1,3,5,5,5,5,0,5,4,3,3,4,1,3,5,2,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,2,1,2,5,0,3,1,0,0,1,0,1,3,3,2,3,5,5,4,5,3,3,4,5,3,2,4,5,4,5,5
31100.07,Neurologists,1,3,4,5,5,5,1,5,4,2,4,4,1,3,3,1,0,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,1,4,0,3,1,0,0,1,0,1,3,3,2,2,5,5,4,5,1,2,4,5,3,2,4,5,4,5,5
31100.08,Nuclear medicine physicians,1,3,5,5,5,5,2,5,4,3,4,4,1,3,4,3,0,0,3,3,0,0,0,0,0,5,5,0,0,0,0,0,0,4,4,1,1,4,4,0,1,1,0,1,3,0,2,3,3,1,2,5,5,4,4,1,2,5,5,3,2,4,5,4,5,5
31100.09,Dermatologists,2,4,5,5,5,5,1,5,4,3,4,4,1,3,4,2,0,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,5,0,2,2,0,0,4,0,3,2,4,2,2,5,5,5,5,0,2,3,5,3,1,4,5,4,4,4
31100.10,Physical medicine and rehabilitation physicians,1,3,4,4,4,4,1,5,4,3,3,4,1,3,4,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,1,2,0,1,2,0,1,3,0,2,3,3,2,2,5,5,5,5,1,2,4,5,3,2,4,5,4,5,4
31100.11,Preventive medicine physicians,1,3,4,4,3,4,0,4,4,2,3,3,1,3,2,1,0,1,1,0,0,2,1,0,0,5,5,0,0,1,1,0,0,4,1,1,1,1,1,0,1,1,0,0,1,0,1,4,2,1,2,4,4,4,4,1,2,4,4,3,2,4,4,4,4,4
31100.12,Radiologists,2,3,4,4,5,4,2,5,4,3,4,4,1,3,4,3,0,0,3,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,4,2,1,3,2,0,1,1,0,1,4,0,3,3,2,1,2,5,5,4,5,1,2,4,4,3,2,4,5,4,4,4
31100.13,Other specialists in clinical medicine,1,3,5,5,5,5,0,5,4,3,4,4,1,3,5,3,0,0,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,1,3,0,1,2,0,0,3,0,1,3,3,2,2,5,5,4,5,1,2,4,4,3,1,4,5,4,5,4
31100.14,"Specialists in laboratory medicine, including pathologists",1,3,5,5,5,5,1,5,4,3,5,5,1,3,5,3,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,1,1,1,3,4,0,1,1,0,0,4,0,2,4,2,1,2,4,4,4,2,1,2,4,4,3,2,4,4,4,4,4
31101.01,General surgery,1,3,5,5,4,5,0,5,4,3,4,5,1,3,4,3,1,0,3,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,2,4,0,3,2,0,0,4,0,2,2,4,2,2,5,5,5,5,1,2,4,5,3,2,4,5,4,5,5
31101.02,Obstetricians and gynecologists,1,3,5,5,5,5,0,5,4,3,4,4,1,3,5,3,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,2,1,1,3,0,2,2,0,1,4,0,2,3,3,2,2,5,5,4,5,1,2,4,5,3,2,4,5,4,4,4
31101.03,Ophthalmologists,1,3,5,5,5,5,0,5,4,3,4,4,1,3,4,2,1,0,2,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,2,3,0,1,2,0,1,4,0,2,3,2,2,2,5,5,5,5,1,2,4,5,4,3,5,5,4,4,4
31101.04,Urologists,1,3,5,5,5,5,1,5,4,3,4,4,1,3,5,4,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,1,3,0,1,2,0,1,4,1,2,3,3,3,2,5,5,4,4,1,2,4,5,3,3,4,5,4,4,4
31101.05,Other specialists in surgery,1,3,5,5,4,5,0,5,4,3,4,5,1,3,4,3,1,0,3,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,2,4,0,3,2,0,0,4,0,2,2,4,2,2,5,5,5,5,1,2,4,4,3,2,4,5,4,5,5
31102.00,General practitioners and family physicians,1,2,5,5,5,5,0,5,4,3,4,4,1,3,5,1,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,2,0,1,1,0,0,2,0,1,3,3,2,2,5,5,5,5,1,3,4,5,4,1,4,5,4,4,5
31103.00,Veterinarians,1,3,4,5,5,4,0,4,4,2,4,4,1,2,5,3,1,1,2,2,0,1,1,1,1,5,4,1,1,1,1,1,1,5,3,3,2,2,3,0,4,3,0,2,4,1,2,2,4,3,2,5,5,4,5,1,2,4,5,3,1,4,4,4,5,5
31110.01,"Dentists, General",1,4,4,5,5,5,1,5,4,3,4,4,1,2,4,4,1,0,2,3,0,0,0,0,0,5,5,0,0,0,0,0,0,5,3,3,2,3,4,0,3,3,0,2,5,1,3,4,3,1,3,5,5,4,5,1,2,4,5,3,2,5,5,4,5,5
31110.02,Oral and Maxillofacial Surgeons,1,3,5,5,5,5,1,5,4,3,4,4,1,3,5,4,1,0,3,4,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,2,2,2,4,0,1,3,0,2,4,1,3,2,4,2,3,5,5,5,5,1,2,4,4,3,2,4,5,4,5,5
31110.03,Orthodontists,1,4,3,5,5,4,1,5,4,3,4,4,1,2,4,3,1,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,2,2,1,4,0,1,3,0,1,5,1,3,4,3,2,2,4,5,4,4,1,2,4,5,3,2,4,5,4,4,4
31110.04,Prosthodontists,1,3,4,5,5,4,1,5,4,3,4,4,1,2,4,3,1,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,3,2,1,4,0,3,4,0,1,5,1,4,4,2,1,2,4,5,5,5,1,2,4,5,3,2,5,5,4,4,4
31111.00,Optometrists,2,4,4,4,5,4,0,5,3,3,4,4,1,3,3,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,2,0,1,2,0,1,4,1,2,4,3,2,2,4,5,4,5,1,2,4,5,3,1,3,4,4,4,4
31112.01,Audiologists,1,3,2,5,4,4,0,4,3,3,4,4,1,2,3,2,1,0,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,2,0,0,1,0,1,4,0,2,4,2,1,2,4,5,4,5,1,2,4,5,3,2,3,4,4,4,4
31112.02,Speech language pathologists,1,3,2,4,3,3,0,4,4,2,3,4,1,2,2,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,1,2,0,0,1,0,0,2,0,1,4,2,2,2,4,5,4,5,1,2,4,5,3,2,3,3,4,4,5
31120.01,Community pharmacists and hospital pharmacists,1,4,5,4,5,5,1,5,4,4,4,4,1,2,4,2,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,1,1,0,3,0,1,2,0,0,3,0,3,2,4,2,3,5,5,4,5,1,3,4,5,3,2,5,5,4,5,5
31120.02,Industrial pharmacists,1,4,4,3,3,4,1,5,3,3,3,4,1,3,3,3,0,0,2,1,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,2,0,1,1,0,0,3,0,3,4,2,1,2,4,4,4,3,0,1,4,5,3,2,4,3,4,4,4
31121.00,Dietitians and nutritionists,1,3,3,4,4,4,0,4,4,2,4,4,1,2,2,1,0,0,1,1,0,0,0,0,0,5,5,1,1,0,0,0,0,4,1,1,1,0,2,0,1,1,0,0,1,1,2,4,2,1,2,4,4,4,4,1,2,4,5,3,2,3,4,4,4,4
31200.00,Psychologists,1,3,2,5,3,4,0,4,4,2,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,1,4,1,1,3,5,4,4,5,1,2,4,5,3,2,3,4,4,4,4
31201.00,Chiropractors,2,3,4,5,5,4,0,4,4,3,4,4,1,2,3,1,1,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,1,1,0,2,0,0,3,0,0,4,1,3,2,4,2,2,5,5,4,4,1,2,4,5,3,2,4,4,4,4,2
31202.00,Physiotherapists,1,3,4,4,4,4,2,4,4,3,4,4,1,2,3,1,0,1,0,1,0,0,0,0,0,5,5,1,1,1,1,0,0,5,0,1,1,1,2,0,1,3,0,1,3,1,3,2,4,2,2,4,5,4,5,1,2,4,5,3,2,4,4,4,4,4
31203.00,Occupational therapists,1,3,3,4,4,4,0,3,3,2,4,4,1,2,3,1,1,1,0,1,0,1,1,0,0,5,5,1,1,1,1,0,0,5,0,2,2,2,2,0,1,3,0,2,3,2,2,3,3,2,2,5,5,4,5,2,3,4,5,4,3,3,4,4,4,4
31204.01,Recreational therapists,1,3,3,3,3,2,0,3,4,2,3,3,1,2,4,0,1,2,0,0,0,2,2,0,0,4,4,2,2,2,2,2,2,5,0,3,2,0,2,0,0,3,0,4,3,3,2,2,3,3,2,4,5,4,4,1,2,4,5,3,1,3,4,4,2,4
31204.02,Kinesiologists and exercise therapists,1,3,3,3,3,3,0,3,3,3,3,3,1,2,4,0,1,2,0,0,0,0,0,0,0,5,5,1,1,2,2,2,2,5,0,3,3,0,0,0,0,3,0,4,3,3,2,2,3,3,2,4,4,4,4,1,2,4,4,3,1,3,4,4,1,4
31209.01,Doctors of Podiatric Medicine,1,3,4,5,4,4,0,5,3,3,4,4,1,3,3,3,0,0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,3,1,1,2,4,0,1,2,0,1,4,0,3,3,3,2,2,5,5,4,5,1,2,4,5,4,2,4,5,4,4,4
31209.02,Chiropodists and diploma or first-degree trained podiatrists,1,3,4,5,4,3,0,5,3,3,3,4,1,3,3,3,1,0,1,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,1,3,0,2,2,0,1,4,0,3,3,3,2,2,5,5,4,4,1,2,4,5,4,1,4,4,4,4,3
31209.03,Doctors of naturopathics medicine,1,2,4,5,5,4,0,4,4,2,3,4,1,2,4,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,1,1,0,3,0,1,1,0,0,2,0,1,4,2,1,2,4,5,4,4,1,2,4,5,3,1,3,3,4,1,3
31209.04,Doctors of osteopathic medicine,1,3,5,5,4,5,0,5,4,3,4,4,1,3,4,1,0,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,0,5,1,1,1,1,3,0,1,2,0,1,3,1,2,3,3,2,2,4,5,5,5,1,2,5,5,3,1,4,5,4,4,4
31300.00,Nursing coordinators and supervisors,1,3,4,4,4,4,0,4,4,1,3,5,1,3,4,1,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,1,2,0,1,2,0,0,2,1,2,2,3,2,3,4,4,5,4,2,2,4,5,3,2,5,4,4,4,4
31301.01,General duty registered nurses,1,3,5,3,4,4,1,5,3,3,4,5,1,2,5,3,1,0,2,2,0,1,1,0,0,5,5,1,1,1,1,1,1,5,1,3,2,2,4,0,3,3,0,1,3,1,3,2,4,4,3,5,5,4,5,2,3,3,5,3,1,4,5,4,5,5
31301.02,Occupational health nurses,1,3,4,3,3,4,1,4,3,3,4,3,1,2,4,2,1,0,2,2,0,1,1,0,0,5,5,1,1,1,1,1,1,5,1,2,2,1,2,0,2,2,0,1,3,0,3,3,2,2,3,5,5,4,4,1,2,4,5,3,2,4,4,4,4,4
31301.03,Community Health Nurses,1,3,4,3,4,4,1,4,3,3,4,4,1,2,4,2,1,0,2,0,0,1,1,0,0,4,4,1,1,1,1,1,1,5,1,2,1,1,3,0,3,3,0,1,3,1,3,3,2,2,3,5,5,4,5,2,3,3,5,3,2,4,4,4,4,4
31301.04,Registered psychiatric nurses,1,3,4,4,4,4,0,4,4,2,4,3,1,2,4,2,1,0,0,2,0,1,1,0,0,5,5,1,1,1,1,1,1,5,0,3,2,1,2,1,2,1,0,1,1,0,2,3,2,2,4,5,5,4,5,4,3,5,5,3,2,3,5,4,4,4
31301.05,Nursing researchers and consultants,1,3,3,3,3,3,0,3,4,3,3,3,1,2,2,1,0,0,2,0,0,0,0,0,0,5,5,1,1,0,0,0,0,4,1,1,1,0,1,0,0,1,0,0,1,0,2,3,2,1,2,4,4,4,5,1,1,4,4,4,3,4,3,4,4,4
31301.06,Clinical nurses,1,3,4,4,3,3,0,4,4,3,3,4,1,3,3,2,0,0,2,2,0,1,1,0,0,5,5,0,0,0,0,0,0,5,1,3,2,1,2,0,3,1,0,1,2,1,2,3,3,2,3,5,5,4,4,2,3,4,5,3,2,4,5,4,4,4
31302.00,Nurse practitioners,1,3,5,4,5,5,0,5,3,3,4,5,1,3,4,3,1,0,2,2,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,0,3,0,3,2,0,0,3,0,1,3,3,2,2,5,5,4,5,1,2,4,5,3,2,4,5,4,5,5
31303.01,Physician Assistants,1,2,5,4,5,4,0,5,3,3,4,4,1,3,5,2,1,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,5,1,1,1,1,3,0,1,1,0,1,3,0,2,3,3,2,2,5,5,4,5,1,3,4,5,3,1,3,4,4,5,5
31303.02,Midwives,1,3,5,5,4,4,0,4,4,2,3,4,2,3,3,2,1,0,1,1,0,1,1,0,0,5,5,0,0,0,0,0,0,5,0,2,2,1,3,0,1,2,0,2,3,0,1,3,3,2,2,5,5,4,5,1,2,4,5,3,2,3,5,4,4,4
