Code de profile professionnel SIPeC,Renseignements supplementaires
41409.01,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.01,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.02,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.02,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.03,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.03,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.04,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.04,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.05,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.05,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.06,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.06,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.07,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.07,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.08,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.08,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
41409.09,"Se spécialisent dans des domaines précis des sciences sociales et humaines, dont notamment les criminologues (spécialisés dans l'étude de la criminalité et des criminels), les gérontologues (spécialisés dans le vieillissement et les problèmes connexes), les graphologues (spécialisés dans l'analyse de l'écriture) et autres spécialistes en sciences sociales."
41409.09,Chacune de ces professions renferme habituellement un domaine de spécialisation et est généralement obtenue par des études universitaires ou par l’expérience.
42100.00,L'expérience et une formation supplémentaire permettent d'accéder à des postes d'enquête dans un corps de police.
42101.00,Une formation supplémentaire et plusieurs années d'expérience permettent d'accéder à des postes supérieurs tels que chef de pompiers.
42102.00,Les membres de ce groupe de base qui présentent les compétences et le potentiel requis se verront proposer une formation avancée.
42200.03,Les notaires publics bénéficient habituellement d'une formation à l'interne et exercent leurs fonctions dans des régions rurales ou éloignées ou dans les bureaux commerciaux qui les emploient.
42200.05,"Les fonctions principales et responsabilités des juges de paix varient considérablement selon le niveau de leur autorité. Ils peuvent être employés à temps partiel sure une base de rémunération à l’acte dans les petites communautés. Leurs fonctions vont de la réception des affidavits et des documents similaires à la présidence des tribunaux, l’audition et la détermination des poursuites en vertu des lois provinciales, territoires et fédérales."
42201.00,"De l'expérience et une formation supplémentaire permettent d'accéder à des postes de professionnels des services sociaux, tels que thérapeutes conjugaux ou familiaux, travailleurs sociaux et agents de probation et de libération conditionnelle."
42202.01,"Plusieurs années d'expérience, ainsi qu'un niveau avancé en éducation de la petite enfance, permettent d'accéder à des postes supérieurs, tels que superviseur des services de garderie."
42202.02,"Plusieurs années d'expérience, ainsi qu'un niveau avancé en éducation de la petite enfance, permettent d'accéder à des postes supérieurs, tels que superviseur des services de garderie."
43100.00,L'expérience permet d'accéder à d'autres postes en soins pour enfants et en intervention auprès des adolescents.
43200.00,"Les shérifs et les huissiers peuvent, au besoin, servir comme constable judiciaire (14103), selon l'emplacement et la taille du palais de justice."
43200.00,L'expérience et une formation en cours d'emploi permettent d'accéder à des postes de supervision.
43201.00,Les intervenants de première ligne sont le contact quotidien principal des délinquantes.
43202.02,Les agents d'application de règlements municipaux peuvent se spécialiser dans le renforcement d'un règlement spécifique.
43203.01,"Les agents des services frontaliers doivent être disposés à travailler partout au Canada, y compris dans les régions rurales et éloignées."
43203.01,L'expérience permet d'accéder à des postes de gestion dans ces domaines.
43203.02,L'expérience permet d'accéder à des postes de gestion dans ces domaines.
43204.00,Les membres de ce groupe de base qui démontrent les capacités et le potentiel requis se verront offrir une formation avancée.
44100.01,Il existe une mobilité parmi les emplois dans ce groupe.
44100.02,Il existe une mobilité parmi les emplois dans ce groupe.
44101.00,Il est possible de passer d'une profession à l'autre dans ce groupe de base.
44200.00,Les membres de ce groupe de base qui démontrent les capacités et le potentiel requis se verront offrir une formation avancée.
45100.01,Il existe une mobilité limitée parmi les emplois dans ce groupe.
45100.02,Il existe une mobilité limitée parmi les emplois dans ce groupe.
50010.00,Il y a de la mobilité entre les directeurs de bibliothèque et les directeurs d'archives et entre les directeurs de musée et les directeurs de galerie d'art.
50010.00,"Les directeurs de bibliothèque, de service d'archives, de musée et de galerie d'art peuvent se spécialiser dans un genre particulier de collection."
51100.00,L'expérience permet d'accéder à des postes de direction de bibliothèque.
51101.01,L'expérience permet d'accéder à des postes de direction dans des musées ou des galeries d'art.
51101.01,"Les restaurateurs et les conservateurs peuvent se spécialiser dans une collection ou des objets particuliers tels que les meubles, les armes, les livres, les peintures et les instruments de musique."
51101.02,L'expérience permet d'accéder à des postes de direction dans des musées ou des galeries d'art.
51101.02,"Les restaurateurs et les conservateurs peuvent se spécialiser dans une collection ou des objets particuliers tels que les meubles, les armes, les livres, les peintures et les instruments de musique."
51102.00,L'expérience permet d'accéder à des postes de direction d'archives.
51110.00,L'expérience permet d'accéder à des postes de supervision et de gestion tels que rédacteur en chef ou directeur-rédacteur en chef.
51110.00,"Les réviseurs et les rédacteurs-réviseurs peuvent se spécialiser dans un domaine particulier tel que l'actualité, les sports ou les grands reportages, ou dans un genre particulier de publications, par exemple, les livres, les revues, les journaux ou les manuels."
51111.01,"Les auteurs, rédacteurs et écrivains peuvent se spécialiser dans un sujet ou un genre littéraire particulier."
51111.02,"Les auteurs, rédacteurs et écrivains peuvent se spécialiser dans un sujet ou un genre littéraire particulier."
51111.03,"Les auteurs, rédacteurs et écrivains peuvent se spécialiser dans un sujet ou un genre littéraire particulier."
51113.00,L'expérience permet d'accéder à des postes de révision (presse écrite) ou de réalisation (presse électronique).
51113.00,"Les journalistes peuvent se spécialiser dans les médias imprimés, audiovisuels ou la Webdiffusion, dans des domaines particuliers tels la politique ou les arts et spectacles, ou dans une région géographique particulière."
51114.01,"Les traducteurs, les terminologues et les interprètes se spécialisent dans une paire de langues telle que le français et l'anglais, langues officielles au Canada. Ils peuvent également se spécialiser en toute autre langue et l'une ou l'autre des langues officielles. Les principaux champs de spécialisation comprennent la traduction administrative, littéraire, scientifique ou technique. Les interprètes peuvent se spécialiser en interprétation judiciaire, parlementaire ou de conférence."
51114.02,"Les traducteurs, les terminologues et les interprètes se spécialisent dans une paire de langues telle que le français et l'anglais, langues officielles au Canada. Ils peuvent également se spécialiser en toute autre langue et l'une ou l'autre des langues officielles. Les principaux champs de spécialisation comprennent la traduction administrative, littéraire, scientifique ou technique. Les interprètes peuvent se spécialiser en interprétation judiciaire, parlementaire ou de conférence."
51114.03,"Les traducteurs, les terminologues et les interprètes se spécialisent dans une paire de langues telle que le français et l'anglais, langues officielles au Canada. Ils peuvent également se spécialiser en toute autre langue et l'une ou l'autre des langues officielles. Les principaux champs de spécialisation comprennent la traduction administrative, littéraire, scientifique ou technique. Les interprètes peuvent se spécialiser en interprétation judiciaire, parlementaire ou de conférence."
51114.04,Les interprètes en langue des signes travaillent en français et en langue des signes québécoise (LSQ) ou en anglais et en American Sign Language (ASL).
51120.01,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.02,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.03,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.04,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.05,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.06,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51120.07,L'adhésion à une guilde ou à un syndicat relié à la profession peut être exigée.
51121.01,"Les chefs d'orchestre, les compositeurs et les arrangeurs se spécialisent habituellement dans un genre musical tel que la musique classique, la musique country, le jazz et la musique populaire."
51121.02,Les compositeurs travaillent souvent comme arrangeurs.
51121.02,"Les chefs d'orchestre, les compositeurs et les arrangeurs se spécialisent habituellement dans un genre musical tel que la musique classique, la musique country, le jazz et la musique populaire."
51121.03,"Les chefs d'orchestre, les compositeurs et les arrangeurs se spécialisent habituellement dans un genre musical tel que la musique classique, la musique country, le jazz et la musique populaire."
51122.01,"Les musiciens et les chanteurs se spécialisent généralement dans différents genres musicaux, tels que la musique classique, le jazz, la musique populaire, la musique d'origine ethnique, l'opéra et la musique country."
51122.02,"Les musiciens et les chanteurs se spécialisent généralement dans différents genres musicaux, tels que la musique classique, le jazz, la musique populaire, la musique d'origine ethnique, l'opéra et la musique country."
52110.00,L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision ou directeur de la photographie.
52111.00,L'expérience ou une formation supplémentaire permettent d'accéder à des postes de designers graphiques.
52114.00,Une formation scolaire en journalisme ou dans une discipline connexe permet d'accéder à des postes de journaliste.
52119.01,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.02,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.03,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.04,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.05,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.06,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52119.07,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
52120.01,L'expérience permet d'accéder à des postes de direction ou de gestion du design.
52120.01,Le titre de « graphiste agréé » est reconnu par la loi en Ontario.
52120.02,L'expérience permet d'accéder à des postes de direction ou de gestion du design.
52120.02,"Les illustrateurs peuvent se spécialiser dans un type particulier d'illustration telle que l'illustration enfantine, publicitaire, éditoriale, humoristique, médicale, scientifique, technique ou graphique multimédia."
52121.00,"Les designers d'intérieur sont experts en matière d'architecture intérieure, de construction et de codes du bâtiment. Ils peuvent se spécialiser dans le design et le décor intérieur d'immeubles de type résidentiel, commercial, institutionnel, culturel et industriel, ainsi que d'avions, de bateaux ou de trains, de foires commerciales et d'expositions."
53100.01,Le personnel technique de musées et de galeries d'art peut se spécialiser dans une collection particulière.
53100.02,Le personnel technique de musées et de galeries d'art peut se spécialiser dans une collection particulière.
53100.03,"Des antécédents scientifiques ou scolaires précis peuvent être exigés des interprètes pour certains musées, centres de la nature ou autres emplacements."
53100.04,Le personnel technique de musées et de galeries d'art peut se spécialiser dans une collection particulière.
53100.05,Le personnel technique de musées et de galeries d'art peut se spécialiser dans une collection particulière.
53110.00,"Les photographes peuvent se spécialiser dans des domaines tels que le portrait, la publicité, la photographie scientifique, judiciaire, médicale, numérique ou multimédia et le photojournalisme."
53111.01,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.01,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.02,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.02,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.03,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.03,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.04,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.04,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.05,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.05,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.06,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.06,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53111.07,Certains des postes de ce groupe de base peuvent se chevaucher selon l'ampleur de la production ou l'importance du studio de radiotélédiffusion.
53111.07,"L'expérience et une formation supplémentaire permettent d'accéder à des postes techniques en cinéma, en radiotélédiffusion ou dans les arts de la scène."
53120.01,"Les danseurs peuvent se spécialiser dans différents types de danse tels que le ballet, le ballet-jazz, les danses folkloriques ou sociales et la danse moderne."
53123.01,"Les ensembliers de théâtre peuvent se spécialiser dans le design des costumes, de l'éclairage ou des décors de théâtre; les dessinateurs de mode peuvent se spécialiser dans les vêtements pour hommes, pour dames ou pour enfants ou dans différents articles tels que les vêtements de sport, les chaussures et les vêtements habillés."
53123.01,L'expérience permet d'accéder à des postes de supervision ou de direction.
53123.02,L'expérience permet d'accéder à des postes de supervision ou de direction.
53123.03,L'expérience permet d'accéder à des postes de supervision ou de direction.
53125.00,L'expérience permet d'accéder à des postes de supervision.
55109.01,Il y a peu de mobilité entre les professions qui forment ce groupe de base.
55109.02,Il y a peu de mobilité entre les professions qui forment ce groupe de base.
55109.03,Il y a peu de mobilité entre les professions qui forment ce groupe de base.
55109.04,Il y a peu de mobilité entre les professions qui forment ce groupe de base.
60010.00,L'expérience permet d'accéder à des postes de cadres supérieurs.
60020.00,"Une certaine mobilité existe entre les directeurs de ce groupe de base, selon le produit ou le service vendu."
60030.00,L'expérience permet d'accéder à des postes de cadres dans le domaine des services alimentaires.
62010.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de gestion en commerce de détail.
62022.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de directions.
62029.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de gestion.
62100.00,Les employeurs dispensent parfois à l'interne des programmes de formation poussée aux spécialistes des ventes techniques.
62100.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de direction dans la vente.
62100.00,Les spécialistes des ventes techniques - commerce de gros se spécialisent généralement dans une catégorie de biens ou une gamme spécifique de services en particulier.
62101.00,"L'expérience ou une formation supplémentaire permettent d'accéder aux postes de direction en commerce de détail, ventes, marketing ou publicité."
62101.00,"Les acheteurs des commerces de détail et de gros peuvent se spécialiser soit en acquérant de l'expérience, soit en suivant des cours de formation relativement à un produit en particulier."
62101.00,Les acheteurs des commerces de détail et de gros peuvent se spécialiser dans une gamme de marchandises en particulier.
62200.01,La mention Sceau rouge permet une mobilité interprovinciale.
62200.01,Les premiers chefs peuvent passer à des postes de gestion dans le secteur de la restauration.
62200.01,Il existe une certaine mobilité entre les différents types de chefs de ce groupe de base.
62200.02,La mention Sceau rouge permet une mobilité interprovinciale.
62200.02,Il existe une certaine mobilité entre les différents types de chefs de ce groupe de base.
62200.03,La mention Sceau rouge permet une mobilité interprovinciale.
62200.03,Il existe une certaine mobilité entre les différents types de chefs de ce groupe de base.
62202.01,La mobilité est possible entre les divers emplois en joaillerie de ce groupe de base.
62202.01,Il existe peu de mobilité entre les divers emplois en joaillerie et les emplois en réparation de montres de ce groupe de base.
62202.01,"Les bijoutiers peuvent se spécialiser dans un type de bijoux particulier, comme ceux en or ou en argent, ou dans des opérations particulières, comme la fabrication ou la réparation."
62202.02,La mobilité est possible entre les divers emplois en joaillerie de ce groupe de base.
62202.02,Il existe peu de mobilité entre les divers emplois en joaillerie et les emplois en réparation de montres de ce groupe de base.
63100.00,L'expérience permet d'accéder à des postes de gestion en assurance.
63100.00,Un programme de formation offert par l'Institut d'assurance du Canada ou son équivalent provincial permet à l'agent d'assurance d'être reconnu comme associé de l'Institut d'assurance du Canada (AIAC) ou comme fellow de l'Institut d'assurance du Canada (FIAC).
63100.00,La réussite de cours offerts par la Canadian Association of Insurance and Financial Advisors mène à différents niveaux de qualification professionnelle pour les conseillers en assurance et en finances.
63101.00,Les agents et les vendeurs en immobilier travaillent habituellement à la commission.
63101.00,"Les agents immobiliers peuvent être des travailleurs autonomes en obtenant un permis de courtier, conformément aux règlements en vigueur dans la province où ils travaillent. Pour devenir directeur dans le domaine de l'immobilier, il faut obtenir un permis de courtier."
63101.00,"Les agents et les vendeurs en immobilier peuvent se spécialiser dans les propriétés résidentielles, commerciales, industrielles ou institutionnelles, ou encore dans la vente immobilière en milieu rural."
63102.00,L'expérience permet d'accéder à des postes de gestion des services de crédit et de prêts.
63102.00,L'expérience permet d'accéder à des postes supérieurs en planification financière et en gestion de patrimoine.
63200.00,La mention Sceau rouge permet une mobilité interprovinciale.
63200.00,Il existe une mobilité entre les divers emplois de cuisinier compris dans ce groupe de base.
63200.00,"L'expérience et la formation permettent d'accéder à des postes de supervision ou de cadre, tels que le poste de chef."
63201.00,"La progression des postes de boucher industriel et de coupeur de viande industriel vers les emplois plus qualifiés est possible grâce à l'expérience et à la formation en cours d'emploi spécialisée dans les supermarchés, les épiceries, les poissonneries et les boucheries."
63202.00,La mention Sceau rouge permet une mobilité interprovinciale.
63210.01,La mention Sceau rouge permet une mobilité interprovinciale.
63210.02,La mention Sceau rouge permet une mobilité interprovinciale.
63211.01,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.02,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.03,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.04,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.05,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.06,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63211.07,"Il n'y a pas ou peu de mobilité entre les différents emplois de ce groupe de base, à moins d'acquérir une formation spécialisée additionnelle."
63220.02,L'expérience permet aux cordonniers d'accéder à des postes de fabricants de chaussures.
63221.00,L'expérience permet d'accéder à des postes de supervision.
64100.01,"Les vendeurs - commerce de détail peuvent se spécialiser et agir à titre de conseiller en systèmes de divertissement au foyer, en informatique et dans d'autres gammes de produits et services."
64100.01,Des programmes de formation technique ou sur la vente peuvent être fournis par les employeurs.
64100.01,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision dans la vente.
64100.02,Des programmes de formation technique ou sur la vente peuvent être fournis par les employeurs.
64101.00,L'expérience et une formation complémentaire permettent d'accéder à des postes de direction des ventes.
64301.00,L'expérience permet d'accéder à des postes de gestion dans le service des aliments et des boissons.
64310.00,L'expérience permet d'accéder à des postes de gestion.
64311.01,Il y a peu de mobilité entre les agents de bord aérien et ceux du transport par voies navigables.
64311.01,Le fait de parler plus d'une langue est un atout pour les agents et les commissaires de bord.
64311.02,Il y a peu de mobilité entre les agents de bord aérien et ceux du transport par voies navigables.
64311.02,Le fait de parler plus d'une langue est un atout pour les agents et les commissaires de bord.
64311.03,Il y a peu de mobilité entre les agents de bord aérien et ceux du transport par voies navigables.
64312.01,"Les tâches des travailleurs dans ce groupe de base peuvent se chevaucher, selon l'importance de la ligne aérienne ou de l'aéroport."
64312.01,L'expérience permet d'accéder à des postes de supervision.
64312.02,"Les tâches des travailleurs dans ce groupe de base peuvent se chevaucher, selon l'importance de la ligne aérienne ou de l'aéroport."
64312.02,L'expérience permet d'accéder à des postes de supervision.
64312.03,"Les tâches des travailleurs dans ce groupe de base peuvent se chevaucher, selon l'importance de la ligne aérienne ou de l'aéroport."
64312.03,L'expérience permet d'accéder à des postes de supervision.
64313.01,"Les agents de billetterie et les représentants du service à la clientèle en matière de fret peuvent cumuler les mêmes tâches, selon la grandeur ou le lieu des opérations."
64313.01,L'expérience permet d'accéder à des postes de supervision.
64313.02,"Les agents de billetterie et les représentants du service à la clientèle en matière de fret peuvent cumuler les mêmes tâches, selon la grandeur ou le lieu des opérations."
64313.02,L'expérience permet d'accéder à des postes de supervision.
64314.00,L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision tels que directeur de services d'hébergement.
64321.00,L'expérience dans toutes les activités liées au jeu dans les casinos permet d'accéder à des postes de supervision.
64322.00,Les guides d'activités récréatives et sportives de plein air travaillent habituellement sur une base saisonnière.
64400.00,L'expérience permet d'accéder à des postes de supervision.
64401.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision ou de gestion de service.
64409.00,L'expérience permet d'accéder à des postes de supervision.
65100.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision tels que chef caissier.
65109.01,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision apparentés au domaine de l'emploi.
65109.02,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision apparentés au domaine de l'emploi.
65109.03,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision apparentés au domaine de l'emploi.
65201.01,"Une formation supplémentaire et de l'expérience permettent d'accéder à d'autres professions des services alimentaires, telles que cuisinier ou serveur."
65201.01,Il y a une grande mobilité entre les emplois compris dans ce groupe de base.
65201.02,"Une formation supplémentaire et de l'expérience permettent d'accéder à d'autres professions des services alimentaires, telles que cuisinier ou serveur."
65201.02,Il y a une grande mobilité entre les emplois compris dans ce groupe de base.
65201.03,"Une formation supplémentaire et de l'expérience permettent d'accéder à d'autres professions des services alimentaires, telles que cuisinier ou serveur."
65201.03,Il y a une grande mobilité entre les emplois compris dans ce groupe de base.
65201.04,"Une formation supplémentaire et de l'expérience permettent d'accéder à d'autres professions des services alimentaires, telles que cuisinier ou serveur."
65201.04,Il y a une grande mobilité entre les emplois compris dans ce groupe de base.
65220.00,Une formation supplémentaire permet d'accéder à des postes de techniciens ou technologues en santé animale.
65310.01,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65310.02,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65311.01,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65311.02,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65311.03,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65311.04,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65311.05,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65312.00,L'expérience ou une formation supplémentaire permet d'accéder à des postes de supervision.
65320.01,L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision dans des établissements de nettoyage à sec et de blanchisseries.
65320.01,"Les travailleurs de ce groupe peuvent se spécialiser dans le finissage des articles en suède, en cuir, en fourrure ou des articles délicats."
65320.02,L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision dans des établissements de nettoyage à sec et de blanchisseries.
65320.02,"Les travailleurs de ce groupe peuvent se spécialiser dans le finissage des articles en suède, en cuir, en fourrure ou des articles délicats."
65320.03,L'expérience et une formation supplémentaire permettent d'accéder à des postes de supervision dans des établissements de nettoyage à sec et de blanchisseries.
65320.03,"Les travailleurs de ce groupe peuvent se spécialiser dans le finissage des articles en suède, en cuir, en fourrure ou des articles délicats."
70010.00,L'expérience permet d'accéder à des postes de cadres supérieurs.
70011.00,L'expérience et la formation prolongées en gestion permettent d'accéder à des postes de cadre supérieur.
70020.01,Il n'y a pas ou peu de mobilité entre les directeurs du transport - opérations et les directeurs du transport - mouvement du fret.
70020.01,"Il n'y a pas ou peu de mobilité entre les directeurs des opérations de transport terrestre, maritime et aérien."
70020.02,Il n'y a pas ou peu de mobilité entre les directeurs du transport - opérations et les directeurs du transport - mouvement du fret.
70020.02,"Il n'y a pas ou peu de mobilité entre les directeurs des opérations de transport terrestre, maritime et aérien."
72010.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72011.00,"Il existe une certaine mobilité à l'intérieur d'un même groupe de métiers; toutefois, il n'y a pas ou peu de mobilité entre les différents groupes de métiers."
72011.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72012.00,Il n'y a pas ou peu de mobilité parmi les contremaîtres de ce groupe de base.
72012.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72013.00,"Il existe une certaine mobilité entre emplois dans un métier donné; cependant, il n'y a pas ou peu de mobilité entre les métiers."
72013.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72014.00,Il n'y a pas ou peu de mobilité entre les contremaîtres de ce groupe de base.
72014.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72020.00,Il n'y a pas ou peu de mobilité parmi les contremaîtres de ce groupe de base.
72020.00,"Les entrepreneurs de petites entreprises peuvent exécuter des tâches généralement associées aux travailleurs des métiers qu'ils emploient, ce qui n'est généralement pas le cas pour les entrepreneurs de moyennes ou grandes entreprises ainsi que les superviseurs."
72021.00,Il existe une certaine mobilité entre les professions de ce groupe de base.
